timestep	potential_energy
0	381173.5312
5000	-384243.75
10000	-737752
15000	-904340.5
20000	-1011001.25
25000	-1068458.75
30000	-1114356
35000	-1154907.625
40000	-1192675.5
45000	-1222739.25
50000	-1249979.5
55000	-1269249.5
60000	-1287901.75
65000	-1300878.625
70000	-1313701
75000	-1325071.25
80000	-1342359
85000	-1354580
90000	-1365031
95000	-1374712.5
100000	-1381643.25
105000	-1391181.125
110000	-1398069
115000	-1405018.5
120000	-1409002.75
125000	-1413040
130000	-1418434.875
135000	-1423855
140000	-1428755.75
145000	-1431417.75
150000	-1435186.375
155000	-1440946.5
160000	-1445717.375
165000	-1452409.625
170000	-1457235.75
175000	-1462461
180000	-1466704
185000	-1471794.375
190000	-1478060.25
195000	-1481058.125
200000	-1485187.5
205000	-1487651
210000	-1490120.25
215000	-1497006.75
220000	-1500319.625
225000	-1504808.125
230000	-1509320
235000	-1511300.5
240000	-1514413.5
245000	-1516582.375
250000	-1519934.25
255000	-1525580.5
260000	-1528942.75
265000	-1530063.25
270000	-1535023.25
275000	-1538524.625
280000	-1539142.75
285000	-1540925.25
290000	-1543099.125
295000	-1548861.25
300000	-1550464.75
305000	-1555968.5
310000	-1557543.75
315000	-1557962.75
320000	-1561134.375
325000	-1565065.125
330000	-1569623.5
335000	-1571476.25
340000	-1572857.75
345000	-1574577.875
350000	-1578611.75
355000	-1579876.875
360000	-1580438
365000	-1581721.75
370000	-1582065.5
375000	-1582705.5
380000	-1583460.375
385000	-1585335.875
390000	-1591117.125
395000	-1593021.25
400000	-1594939.875
405000	-1595969
410000	-1598119.5
415000	-1599717
420000	-1600042.25
425000	-1601060.125
430000	-1601884
435000	-1602651.75
440000	-1602804.5
445000	-1602839.5
450000	-1602749
455000	-1603428.25
460000	-1604001.75
465000	-1604106.375
470000	-1605726.25
475000	-1607447
480000	-1607899
485000	-1608979.875
490000	-1610138.375
495000	-1611926.5
500000	-1613173
505000	-1614711.25
510000	-1614706.875
515000	-1614800.75
520000	-1615251.75
525000	-1615415.25
530000	-1615381.25
535000	-1615382.5
540000	-1615295.25
545000	-1615473
550000	-1617728.5
555000	-1618971.5
560000	-1620074.125
565000	-1621343.125
570000	-1621631.375
575000	-1622492.75
580000	-1622263.125
585000	-1623185.75
590000	-1623384.5
595000	-1623281.5
600000	-1624352
605000	-1625965.5
610000	-1626074.75
615000	-1626131.625
620000	-1627340
625000	-1628592
630000	-1628382.75
635000	-1629031.375
640000	-1628906.25
