<X> <Y>
3.311000000000001e-03 1.607886248163932e+01
3.481000000000001e-03 1.600346817297760e+01
3.651000000000000e-03 1.592463620142357e+01
3.820000000000001e-03 1.584290790706240e+01
3.990000000000001e-03 1.575736565522223e+01
4.160000000000001e-03 1.566853482657465e+01
4.330000000000001e-03 1.557646898018949e+01
4.499000000000000e-03 1.548179293643574e+01
4.668999999999998e-03 1.538344310728065e+01
4.839000000000002e-03 1.528202922803196e+01
5.009000000000003e-03 1.517761177198810e+01
5.179000000000000e-03 1.507025281239904e+01
5.347999999999999e-03 1.496067270807198e+01
5.518000000000000e-03 1.484763943642186e+01
5.688000000000000e-03 1.473185952738996e+01
5.858000000000001e-03 1.461340088244945e+01
6.027999999999999e-03 1.449233271590788e+01
6.197000000000001e-03 1.436945988075174e+01
6.367000000000002e-03 1.424339956355482e+01
6.536999999999999e-03 1.411494420258690e+01
6.707000000000002e-03 1.398416764244283e+01
6.877000000000001e-03 1.385114472948752e+01
7.045999999999998e-03 1.371675270111572e+01
7.216000000000001e-03 1.357947739749077e+01
7.386000000000001e-03 1.344018518605531e+01
7.556000000000001e-03 1.329895426682016e+01
7.726000000000001e-03 1.315586351512107e+01
7.895000000000003e-03 1.301184964835192e+01
8.064999999999999e-03 1.286528799360568e+01
8.235000000000003e-03 1.271710604430021e+01
8.404999999999998e-03 1.256738470894276e+01
8.574000000000000e-03 1.241709863445461e+01
8.743999999999997e-03 1.226455041407216e+01
8.913999999999997e-03 1.211070683934721e+01
9.083999999999997e-03 1.195564978812854e+01
9.254000000000002e-03 1.179946121552094e+01
9.422999999999996e-03 1.164315092794949e+01
9.593000000000003e-03 1.148495061195004e+01
9.762999999999997e-03 1.132586396879952e+01
9.933000000000006e-03 1.116597261239370e+01
1.010300000000000e-02 1.100535791118322e+01
1.027200000000000e-02 1.084505121682833e+01
1.044200000000000e-02 1.068323570477250e+01
1.061200000000000e-02 1.052093838582252e+01
1.078200000000000e-02 1.035823902970275e+01
1.095200000000000e-02 1.019521685526818e+01
1.112100000000000e-02 1.003291142478941e+01
1.129100000000000e-02 9.869479527303922e+00
1.146100000000000e-02 9.705958131981344e+00
1.163100000000000e-02 9.542423685523888e+00
1.180000000000000e-02 9.379913073692057e+00
1.197000000000000e-02 9.216577461541387e+00
1.214000000000000e-02 9.053452507922254e+00
1.231000000000000e-02 8.890611028155627e+00
1.248000000000000e-02 8.728124803487821e+00
1.264900000000000e-02 8.567016448343255e+00
1.281900000000000e-02 8.405448590582493e+00
1.298900000000000e-02 8.244444263397883e+00
1.315900000000000e-02 8.084070661502436e+00
1.332900000000000e-02 7.924393724606655e+00
1.349800000000000e-02 7.766410545959003e+00
1.366800000000000e-02 7.608314508728977e+00
1.383800000000000e-02 7.451104677699313e+00
1.400800000000000e-02 7.294841601546788e+00
1.417800000000000e-02 7.139584392763552e+00
1.434700000000000e-02 6.986294498741578e+00
1.451700000000000e-02 6.833213715631605e+00
1.468700000000000e-02 6.681306899986811e+00
1.485700000000000e-02 6.530627134022271e+00
1.502700000000000e-02 6.381225925319411e+00
1.519600000000000e-02 6.234020221599804e+00
1.536600000000000e-02 6.087316004693604e+00
1.553600000000000e-02 5.942034935104267e+00
1.570600000000000e-02 5.798222025353689e+00
1.587500000000000e-02 5.656753185082153e+00
1.604500000000000e-02 5.515995689386187e+00
1.621500000000000e-02 5.376831096490038e+00
1.638500000000000e-02 5.239297680378560e+00
1.655500000000000e-02 5.103432003179302e+00
1.672400000000000e-02 4.970053060108047e+00
1.689400000000000e-02 4.837615366060011e+00
1.706400000000000e-02 4.706944591536770e+00
1.723400000000000e-02 4.578070415084469e+00
1.740400000000000e-02 4.451020788856813e+00
1.757299999999999e-02 4.326552944710088e+00
1.774300000000000e-02 4.203218283056924e+00
1.791300000000000e-02 4.081781570904242e+00
1.808300000000000e-02 3.962263903289241e+00
1.825300000000000e-02 3.844684676114950e+00
1.842200000000000e-02 3.729735980630028e+00
1.859200000000000e-02 3.616073433450259e+00
1.876200000000000e-02 3.504397349701182e+00
1.893200000000000e-02 3.394720455633156e+00
1.910200000000000e-02 3.287053844235146e+00
1.927100000000000e-02 3.182022523165877e+00
1.944100000000000e-02 3.078391364514394e+00
1.961100000000000e-02 2.976794116916855e+00
1.978100000000000e-02 2.877235537475882e+00
1.995000000000000e-02 2.780286503642657e+00
2.012000000000000e-02 2.684801400615222e+00
2.029000000000000e-02 2.591360138849212e+00
2.046000000000000e-02 2.499961499660500e+00
2.063000000000000e-02 2.410602833210603e+00
2.079900000000000e-02 2.323787806943539e+00
2.096900000000000e-02 2.238483627787286e+00
2.113900000000000e-02 2.155203214535511e+00
2.130899999999999e-02 2.073938490908986e+00
2.147900000000000e-02 1.994680099028575e+00
2.164800000000000e-02 1.917866105296832e+00
2.181800000000000e-02 1.842575706776956e+00
2.198800000000000e-02 1.769256284855796e+00
2.215800000000000e-02 1.697893693546633e+00
2.232800000000000e-02 1.628472674150435e+00
2.249700000000000e-02 1.561368329008424e+00
2.266700000000000e-02 1.495769235101316e+00
2.283700000000000e-02 1.432059730198151e+00
2.300700000000000e-02 1.370220471031887e+00
2.317700000000000e-02 1.310231183809242e+00
2.334600000000000e-02 1.252407517432402e+00
2.351600000000000e-02 1.196043256436753e+00
2.368600000000000e-02 1.141463076121774e+00
2.385600000000000e-02 1.088643362696801e+00
2.402500000000000e-02 1.037855225264616e+00
2.419500000000000e-02 9.884726877995074e-01
2.436500000000000e-02 9.407756357655703e-01
2.453500000000000e-02 8.947377243937505e-01
2.470500000000000e-02 8.503320206661217e-01
2.487399999999999e-02 8.077781740084105e-01
2.504400000000000e-02 7.665447316278658e-01
2.521400000000001e-02 7.268597169774451e-01
2.538400000000001e-02 6.886942253755615e-01
2.555400000000001e-02 6.520189519889641e-01
2.572300000000000e-02 6.170071617978551e-01
2.589300000000000e-02 5.832146668982732e-01
2.606300000000000e-02 5.508226204366969e-01
2.623300000000000e-02 5.198004831251322e-01
2.640300000000000e-02 4.901174956257487e-01
2.657199999999999e-02 4.619058590796207e-01
2.674200000000000e-02 4.348007647264909e-01
2.691200000000000e-02 4.089417500898316e-01
2.708200000000000e-02 3.842975175849712e-01
2.725100000000000e-02 3.609713227496845e-01
2.742100000000000e-02 3.386558990123911e-01
2.759099999999999e-02 3.174613613057149e-01
2.776100000000001e-02 2.973563901457839e-01
2.793100000000000e-02 2.783097364165315e-01
2.809999999999999e-02 2.603933043278105e-01
2.827000000000000e-02 2.433641942022169e-01
2.844000000000000e-02 2.273005428901091e-01
2.861000000000000e-02 2.121716631762466e-01
2.878000000000000e-02 1.979470749064378e-01
2.894900000000000e-02 1.846725653824445e-01
2.911900000000000e-02 1.721611938385950e-01
2.928900000000000e-02 1.604643348267235e-01
2.971300000000000e-02 1.346489258573546e-01
3.005300000000000e-02 1.171746620196892e-01
3.039300000000000e-02 1.023295808927104e-01
3.073200000000000e-02 8.992949187949224e-02
3.107199999999999e-02 7.969136329900839e-02
3.141100000000000e-02 7.147381704974157e-02
3.175100000000001e-02 6.503385468430868e-02
3.209000000000001e-02 6.022379192287572e-02
3.243000000000000e-02 5.683746160787364e-02
3.277000000000000e-02 5.472187801133126e-02
3.310900000000001e-02 5.371800799531425e-02
3.344900000000000e-02 5.366885438834330e-02
3.378799999999999e-02 5.443330897669037e-02
3.412800000000000e-02 5.588307732760649e-02
3.446800000000001e-02 5.789306222315118e-02
3.480700000000000e-02 6.034062441851937e-02
3.514700000000000e-02 6.313458326022593e-02
3.548600000000000e-02 6.616208999997698e-02
3.582599999999999e-02 6.935286367926798e-02
3.616500000000000e-02 7.260874612180057e-02
3.650500000000001e-02 7.587744568579428e-02
3.684500000000000e-02 7.908570797719489e-02
3.718400000000000e-02 8.216860797936039e-02
3.752400000000000e-02 8.509574714324607e-02
3.786300000000001e-02 8.780847847401378e-02
3.820300000000001e-02 9.028786156493278e-02
3.854300000000001e-02 9.249684187726043e-02
3.888200000000000e-02 9.440743988875450e-02
3.922200000000000e-02 9.601372447556737e-02
3.956099999999999e-02 9.729424047579399e-02
3.990099999999999e-02 9.824925105989021e-02
4.088699999999999e-02 9.914424106602637e-02
4.171300000000000e-02 9.782395578037717e-02
4.253899999999999e-02 9.479758036012201e-02
4.336500000000001e-02 9.031197357650346e-02
4.419100000000000e-02 8.465894733261245e-02
4.501700000000001e-02 7.815143301093835e-02
4.584300000000001e-02 7.110321897361901e-02
4.666899999999999e-02 6.381244323599941e-02
4.749500000000000e-02 5.654886306828682e-02
4.832100000000000e-02 4.954478002367316e-02
4.914700000000000e-02 4.298937806392557e-02
