timestep	potential_energy
0	2449.652344
5000	-43490.67188
10000	-84570.95312
15000	-121991.4141
20000	-160494.7812
25000	-195568.2812
30000	-229541.6875
35000	-263934
40000	-300772.5938
45000	-341508.9375
50000	-378147.9375
55000	-409659.9375
60000	-441851.8438
65000	-476130.4375
70000	-508602
75000	-533405.125
80000	-561904.625
85000	-584307.1875
90000	-612080
95000	-639060.5
100000	-655396.375
105000	-673886.75
110000	-698330.5625
115000	-723195
120000	-741429.0625
125000	-764419
130000	-788781.5
135000	-812168.125
140000	-832545.625
145000	-850458.375
150000	-870966.75
155000	-889203.625
160000	-903379.3125
165000	-924205
170000	-944340
175000	-959906.375
180000	-972315
185000	-990146.5
190000	-1005119.125
195000	-1021854.125
200000	-1033963
205000	-1044935.875
210000	-1060666.375
215000	-1069504.75
220000	-1081462.5
225000	-1096979
230000	-1111700.875
235000	-1123062.625
240000	-1131272
245000	-1142592
250000	-1156623.5
255000	-1171791
260000	-1188717
265000	-1200430
270000	-1212501.25
275000	-1221012
280000	-1229391.625
285000	-1243029.5
290000	-1253424
295000	-1263631
300000	-1271324.125
305000	-1283227.5
310000	-1295333.75
315000	-1302855.875
320000	-1309544.75
325000	-1317753.875
330000	-1325517.5
335000	-1333048.625
340000	-1343143.625
345000	-1349928
350000	-1358867.5
355000	-1366661.75
360000	-1375874
365000	-1381916
370000	-1389207.75
375000	-1392253.25
380000	-1399950.5
385000	-1406637.875
390000	-1412671.875
395000	-1417502.125
400000	-1424217.5
405000	-1430804.75
410000	-1438637.25
415000	-1447966.5
420000	-1452558.75
425000	-1460503.75
430000	-1469850.75
435000	-1479752
440000	-1486822.5
445000	-1493109.25
450000	-1504418.375
455000	-1513290.25
460000	-1521091.125
465000	-1529448.25
470000	-1537210.25
475000	-1542586.75
480000	-1548150.375
485000	-1551151.375
490000	-1558731
495000	-1563986
500000	-1569588.875
505000	-1574447.375
510000	-1577222.5
515000	-1582771
520000	-1586654.5
525000	-1589861.625
530000	-1592915.5
535000	-1600536
540000	-1603959.75
545000	-1606352.625
550000	-1611242.125
555000	-1613836.125
560000	-1617259.75
565000	-1619981.375
570000	-1620937.25
575000	-1623564.875
580000	-1628068.375
585000	-1630821.125
590000	-1634572.5
595000	-1638701.625
600000	-1639293.25
605000	-1644164.25
610000	-1650912.75
615000	-1654776.75
620000	-1659197.375
625000	-1661286.375
630000	-1662886.125
635000	-1666681.625
640000	-1674750.375
645000	-1677312.5
650000	-1678027.75
655000	-1681477.25
660000	-1685779.375
665000	-1686961.75
670000	-1690029.75
675000	-1691847.5
680000	-1694966
685000	-1699789
690000	-1704465
695000	-1709893.25
700000	-1711941
705000	-1715871.375
710000	-1718047
715000	-1720823.875
720000	-1726047.125
725000	-1728642.5
730000	-1732215.5
735000	-1735339.875
740000	-1735670.75
745000	-1741127.75
750000	-1746368.75
755000	-1749546.25
760000	-1752321.25
765000	-1754459.5
770000	-1758482.25
775000	-1759456.25
780000	-1764888.125
785000	-1768008.75
790000	-1770564
795000	-1772961.75
800000	-1775798.25
805000	-1778799
810000	-1782514.375
815000	-1785404
820000	-1787194.125
825000	-1788052.75
830000	-1789264.25
835000	-1793434.125
840000	-1798765.75
845000	-1801611.125
850000	-1804982
855000	-1808030.25
860000	-1810883.25
865000	-1811183.25
870000	-1811841.375
875000	-1812473
880000	-1815561
885000	-1816148.375
890000	-1819018.75
895000	-1822386.25
900000	-1824811
905000	-1826432
910000	-1828529.75
915000	-1829431
920000	-1830920.625
925000	-1831505.5
930000	-1831375.25
935000	-1833825
940000	-1834133
945000	-1836989.25
950000	-1839772.25
955000	-1842847.125
960000	-1843810
965000	-1844198.25
970000	-1843991
975000	-1846125.5
980000	-1846029
985000	-1846024.5
990000	-1848827.5
995000	-1850042.25
1000000	-1852593
1005000	-1854983.25
1010000	-1855340.375
1015000	-1859284.5
1020000	-1861222.75
1025000	-1864370.625
1030000	-1866653.5
1035000	-1868088
1040000	-1868023.25
1045000	-1869085.25
1050000	-1874587.125
1055000	-1876291
1060000	-1877195
1065000	-1879203
1070000	-1883218
1075000	-1885218.75
1080000	-1888003
1085000	-1888631.75
1090000	-1889039
1095000	-1890898.25
1100000	-1894531.5
1105000	-1894769
1110000	-1896396
1115000	-1898775.25
1120000	-1898584
1125000	-1899492.125
1130000	-1899746.625
1135000	-1899845.375
1140000	-1903694.75
1145000	-1906918
1150000	-1909054.25
1155000	-1910788.5
1160000	-1911502
1165000	-1911609.25
1170000	-1912235.875
1175000	-1912232.75
1180000	-1915741.25
1185000	-1917870.5
1190000	-1920592
1195000	-1923139.5
1200000	-1923270.75
1205000	-1925685.75
1210000	-1925800
1215000	-1927367.25
1220000	-1929627.5
1225000	-1930191.5
1230000	-1930642.5
1235000	-1934173.125
1240000	-1934285.625
1245000	-1937400
1250000	-1938403.875
1255000	-1939814.75
1260000	-1943043.75
1265000	-1946773.75
1270000	-1948373.5
1275000	-1949044.25
1280000	-1949174.75
1285000	-1949131
1290000	-1953395.25
1295000	-1954116.625
1300000	-1954175
1305000	-1954855
1310000	-1954924.5
1315000	-1954716.875
1320000	-1954909.25
1325000	-1954863.25
1330000	-1955474.75
1335000	-1956576.25
1340000	-1958475.5
1345000	-1958516.25
1350000	-1959495.625
1355000	-1959571.875
1360000	-1959601.25
1365000	-1960648.625
1370000	-1961978.125
1375000	-1963261.125
1380000	-1963361.25
1385000	-1965113
1390000	-1966376
1395000	-1967216.125
1400000	-1969043.625
1405000	-1970128.5
1410000	-1972307
1415000	-1973761.75
1420000	-1973971.375
1425000	-1973820
1430000	-1975070.625
1435000	-1980090.375
1440000	-1981923.125
1445000	-1984205.875
1450000	-1986445.75
1455000	-1986582.75
1460000	-1986735.5
1465000	-1989286.5
1470000	-1989905.75
1475000	-1991288
1480000	-1992551
1485000	-1993447
1490000	-1994483.25
1495000	-1994539.625
1500000	-1995576.25
1505000	-1997272.375
1510000	-1999306.75
1515000	-2000854.75
1520000	-2000768.25
1525000	-2001655.75
1530000	-2003350.625
1535000	-2003532
1540000	-2007300.5
1545000	-2007238.625
1550000	-2008279
1555000	-2009275.625
1560000	-2009292.25
1565000	-2010196.25
1570000	-2011026.5
1575000	-2011288.375
1580000	-2011226
1585000	-2011823.125
1590000	-2014789.875
1595000	-2015441.25
1600000	-2016233.75
1605000	-2017777.25
1610000	-2020449.5
1615000	-2022285.5
1620000	-2022637.875
1625000	-2024975.375
1630000	-2026471.5
1635000	-2027759
1640000	-2027847.5
1645000	-2027751.25
1650000	-2028908.375
1655000	-2030197
1660000	-2031123.25
1665000	-2031288.25
1670000	-2031932.25
1675000	-2032290.25
1680000	-2032352.5
1685000	-2032376.25
1690000	-2032387.25
1695000	-2032266.25
1700000	-2032308.5
1705000	-2032121.375
1710000	-2032176.5
1715000	-2032210.875
1720000	-2033132.5
1725000	-2034427.5
1730000	-2034628.5
1735000	-2034568.75
1740000	-2034641.625
1745000	-2035244.875
1750000	-2036066.75
1755000	-2038722.875
1760000	-2039978.5
1765000	-2040690.625
1770000	-2041050.25
1775000	-2042104.875
1780000	-2042212.25
1785000	-2042057
1790000	-2043057.625
1795000	-2044514.75
1800000	-2047141
1805000	-2047183.5
1810000	-2048942.125
1815000	-2049055.375
1820000	-2048966.75
1825000	-2049142.5
1830000	-2048987.25
1835000	-2048987
1840000	-2049101.5
1845000	-2050837.75
1850000	-2052037.375
1855000	-2053440.75
1860000	-2055498.5
1865000	-2056135.25
1870000	-2056470.25
1875000	-2056294.375
1880000	-2056316.5
1885000	-2057240.25
1890000	-2057318.25
1895000	-2057668.125
1900000	-2057645.25
1905000	-2057709.625
1910000	-2058885.5
1915000	-2059380.5
1920000	-2060195.5
1925000	-2060271.625
1930000	-2060318.25
1935000	-2060481
1940000	-2060325.25
1945000	-2060334.75
1950000	-2060239.625
1955000	-2060339.75
1960000	-2061684
1965000	-2062615.75
1970000	-2062503
1975000	-2063574.5
1980000	-2065557
1985000	-2066798.5
1990000	-2066958
1995000	-2066777.375
2000000	-2066595.5
2005000	-2066967.75
2010000	-2071572.125
2015000	-2071854
2020000	-2072884.875
2025000	-2073762.75
2030000	-2074424.125
2035000	-2075922.875
2040000	-2078602.25
2045000	-2078430.75
2050000	-2078733.375
2055000	-2078565.75
2060000	-2078441.75
2065000	-2080515.25
2070000	-2081219.125
2075000	-2081415.25
2080000	-2083641.75
2085000	-2086122
2090000	-2086436.25
2095000	-2087449
2100000	-2087421.25
2105000	-2087396.25
2110000	-2087380
2115000	-2087615
2120000	-2087483.75
2125000	-2089107.75
2130000	-2089187.25
2135000	-2089288.5
2140000	-2089143.375
2145000	-2089251.875
2150000	-2089232.875
2155000	-2091069.75
2160000	-2093856.25
2165000	-2093942.875
2170000	-2094947.5
2175000	-2095864.5
2180000	-2098033.75
2185000	-2103592
2190000	-2106007.5
2195000	-2107010
2200000	-2107261.5
2205000	-2108319.25
2210000	-2109530.5
2215000	-2109296.5
2220000	-2109464.25
2225000	-2109551
2230000	-2110661
2235000	-2110674.5
2240000	-2112084.5
2245000	-2114159.5
2250000	-2114437.5
2255000	-2115300.5
2260000	-2115433.75
2265000	-2115427.5
2270000	-2115370
2275000	-2116785.25
2280000	-2117627.5
2285000	-2117593.25
2290000	-2117382.75
2295000	-2119173.5
2300000	-2119615.25
2305000	-2119508
2310000	-2121961.5
2315000	-2122330
2320000	-2122190
2325000	-2122204.5
2330000	-2123660.75
2335000	-2124442.25
2340000	-2125114.75
2345000	-2125148.25
2350000	-2126039
2355000	-2126025.75
2360000	-2126080.25
2365000	-2125996.25
2370000	-2125985
2375000	-2125934
2380000	-2125968.5
2385000	-2128112.5
2390000	-2129662.25
2395000	-2130102.5
2400000	-2130031.5
2405000	-2129939.5
2410000	-2135904.25
2415000	-2135988.5
2420000	-2136153.5
2425000	-2136078.5
2430000	-2137299.5
2435000	-2137208.75
2440000	-2137202.5
2445000	-2140207.25
2450000	-2140993.25
2455000	-2141389.25
2460000	-2141295.75
2465000	-2141385
2470000	-2141377.75
2475000	-2142408.5
2480000	-2142352
2485000	-2143073
2490000	-2143230
2495000	-2143623.5
2500000	-2143529
2505000	-2143446.25
2510000	-2143326
2515000	-2143415
2520000	-2143447.5
2525000	-2144827.75
2530000	-2146264.5
2535000	-2147143.25
2540000	-2147343.25
2545000	-2147199
2550000	-2147883
2555000	-2148356
2560000	-2148267.25
2565000	-2148410
2570000	-2148335
2575000	-2149077.75
2580000	-2149428.5
2585000	-2150298
2590000	-2150334
2595000	-2150320.5
2600000	-2150464
2605000	-2150250.25
2610000	-2152303.5
2615000	-2152363
2620000	-2152538.5
2625000	-2152907
2630000	-2153446.75
2635000	-2155892
2640000	-2156086.75
2645000	-2155870.75
2650000	-2155925.5
2655000	-2155927
2660000	-2156001
2665000	-2155953
2670000	-2156117
2675000	-2156145.5
2680000	-2155974.25
2685000	-2156032
2690000	-2155995.75
