2.461999999999999345e-03 9.913190650000003643e+02 2.716214869999999948e+01
2.631999999999999357e-03 8.472923180000003640e+02 1.995691030000000055e+01
2.801999999999999370e-03 6.860440050000000838e+02 1.452641249999999928e+01
2.970999999999998815e-03 5.644611299999997982e+02 1.093935659999999999e+01
3.141000000000000996e-03 5.042864080000000513e+02 9.194390110000000504e+00
3.311000000000000575e-03 4.480364970000001676e+02 7.690229719999999602e+00
3.481000000000000587e-03 3.845149249999999483e+02 6.821946239999999939e+00
3.650999999999999732e-03 3.447101259999998319e+02 6.055367689999999747e+00
3.820000000000001346e-03 3.079427940000000490e+02 5.575758900000000295e+00
3.990000000000001358e-03 2.838107560000000831e+02 5.242056449999999757e+00
4.160000000000000503e-03 2.555223870000000943e+02 4.784100399999999809e+00
4.330000000000001383e-03 2.403835370000000466e+02 4.655395219999999945e+00
4.498999999999999527e-03 2.215712190000000419e+02 4.297632799999999698e+00
4.668999999999997805e-03 2.026201349999999195e+02 4.057867739999999834e+00
4.839000000000002154e-03 1.907780189999999436e+02 3.860462329999999831e+00
5.009000000000003033e-03 1.809383469999999932e+02 3.681273220000000013e+00
5.178999999999999576e-03 1.690280320000000529e+02 3.514602439999999994e+00
5.347999999999998588e-03 1.580916820000000484e+02 3.319208919999999896e+00
5.518000000000000335e-03 1.499860190000000557e+02 3.238520840000000067e+00
5.688000000000000347e-03 1.458178660000000093e+02 3.077282460000000164e+00
5.858000000000001227e-03 1.382184700000000532e+02 2.946547180000000044e+00
6.027999999999998637e-03 1.294334120000000610e+02 2.858457909999999824e+00
6.197000000000001119e-03 1.174102759999999535e+02 2.670589049999999798e+00
6.367000000000001998e-03 1.190545730000000617e+02 2.654951730000000065e+00
6.536999999999999408e-03 1.101081370000000135e+02 2.503264399999999945e+00
6.707000000000002023e-03 1.116978720000000180e+02 2.492022229999999894e+00
6.877000000000001168e-03 9.931715919999999187e+01 2.311305260000000139e+00
7.045999999999998445e-03 9.626872339999998474e+01 2.263586130000000196e+00
7.216000000000001059e-03 8.789839350000001161e+01 2.162552129999999906e+00
7.386000000000001071e-03 8.762881539999999347e+01 2.092208869999999887e+00
7.556000000000001084e-03 8.183139950000001761e+01 2.017564109999999911e+00
7.726000000000001096e-03 7.809468939999997872e+01 1.953698729999999939e+00
7.895000000000002710e-03 7.707685390000000325e+01 1.889530460000000023e+00
8.064999999999999253e-03 7.210057140000002107e+01 1.840491660000000085e+00
8.235000000000002734e-03 7.320819229999997901e+01 1.807134479999999987e+00
8.404999999999997543e-03 6.876882469999999614e+01 1.763195239999999941e+00
8.574000000000000024e-03 6.647932210000000453e+01 1.696954730000000078e+00
8.743999999999996567e-03 6.420816990000000146e+01 1.638620959999999904e+00
8.913999999999996579e-03 6.041943320000000028e+01 1.603863610000000106e+00
9.083999999999996591e-03 5.949704679999999257e+01 1.546651079999999956e+00
9.254000000000001808e-03 5.575425860000000711e+01 1.517143279999999983e+00
9.422999999999995616e-03 5.573356239999999673e+01 1.481498409999999932e+00
9.593000000000002567e-03 5.225040230000000463e+01 1.422913160000000010e+00
9.762999999999997375e-03 5.069722259999999636e+01 1.406294179999999949e+00
9.933000000000006061e-03 5.052382430000000113e+01 1.370817149999999929e+00
1.010299999999999913e-02 4.881603510000000057e+01 1.341072459999999911e+00
1.027200000000000162e-02 4.723862229999999585e+01 1.300206909999999993e+00
1.044200000000000163e-02 4.741758170000001371e+01 1.299291229999999908e+00
1.061200000000000164e-02 4.683863320000000385e+01 1.286606619999999923e+00
1.078200000000000165e-02 4.207100369999999856e+01 1.211091960000000078e+00
1.095199999999999819e-02 4.094096470000000920e+01 1.176486249999999956e+00
