timestep	potential_energy
0	600224.9375
5000	-587545.625
10000	-964197
15000	-1058892.625
20000	-1123458.375
25000	-1175136.375
30000	-1207383.375
35000	-1230550.25
40000	-1249815.75
45000	-1264914.625
50000	-1282547
55000	-1299174.5
60000	-1309871.375
65000	-1321917.375
70000	-1331119
75000	-1340859
80000	-1351615.375
85000	-1357688.25
90000	-1361879.75
95000	-1366980.75
100000	-1372949.125
105000	-1375980.875
110000	-1378633.125
115000	-1384171.75
120000	-1390234.75
125000	-1395967.375
130000	-1401852.5
135000	-1405126.5
140000	-1408313.75
145000	-1415108.125
150000	-1417158.25
155000	-1424229.5
160000	-1428972.25
165000	-1431603.375
170000	-1432612.5
175000	-1433391.375
180000	-1435391.25
185000	-1441677
190000	-1442962
195000	-1443856.375
200000	-1445968.25
205000	-1447189.75
210000	-1450069.25
215000	-1453240.25
220000	-1460897.75
225000	-1463725.5
230000	-1463864.75
235000	-1464101
240000	-1467771.5
245000	-1474001.125
250000	-1477511.625
255000	-1479665.25
260000	-1482861.875
265000	-1486841.5
270000	-1487055.875
275000	-1487168.625
280000	-1487216.5
285000	-1488652.75
290000	-1490305.25
295000	-1492577.125
300000	-1495234.625
305000	-1495578.25
310000	-1496766.25
315000	-1497534.25
320000	-1498021.375
325000	-1498155
330000	-1498211.75
335000	-1498740.75
340000	-1498815.375
345000	-1499204.875
350000	-1499507.75
355000	-1500413.75
360000	-1502742
365000	-1505160.375
370000	-1505299.25
375000	-1505355.25
380000	-1506488.125
385000	-1509092.75
390000	-1509253.125
395000	-1509304.125
400000	-1509195.125
405000	-1509296.75
410000	-1509311
415000	-1509933.75
420000	-1511183.25
425000	-1512334.75
430000	-1513341
435000	-1517045.75
440000	-1518618.25
445000	-1519056.25
450000	-1519508.75
455000	-1522099.25
460000	-1524729.75
465000	-1525468.5
470000	-1527926.875
475000	-1532831
480000	-1536545.5
485000	-1537599.75
490000	-1537655.375
495000	-1537470.75
500000	-1537681.5
505000	-1537656
510000	-1537686.25
515000	-1537698.75
520000	-1538573.25
525000	-1538664.125
530000	-1538863.5
535000	-1539561
540000	-1541411.75
545000	-1541337.5
550000	-1541973
555000	-1542509.75
560000	-1542432.5
565000	-1543650.75
570000	-1545388.25
575000	-1545553
580000	-1545445.125
585000	-1545609.75
590000	-1545606.875
595000	-1546206
600000	-1547001.25
605000	-1548546.5
610000	-1548585.625
615000	-1548704.25
620000	-1548568.25
625000	-1548633.5
630000	-1549453
635000	-1550773.5
640000	-1550707.5
645000	-1550763.125
650000	-1550910.375
655000	-1551866.5
660000	-1552675.5
665000	-1553110.5
670000	-1554950.375
675000	-1555689.25
680000	-1555676.875
685000	-1555473.75
690000	-1555740
695000	-1555703.375
700000	-1555864.25
705000	-1556323.875
710000	-1556278.375
715000	-1556366.5
720000	-1556410
725000	-1556291.125
730000	-1556269.125
735000	-1556455.5
740000	-1556451.125
745000	-1556574.625
750000	-1557159.75
755000	-1557331.75
760000	-1557264.875
765000	-1557407.125
770000	-1557542.125
775000	-1557716.25
780000	-1557731.25
785000	-1557796.5
790000	-1557944.25
795000	-1557958.875
800000	-1558105.75
805000	-1557877.75
810000	-1558000.75
815000	-1558061
820000	-1558104.5
825000	-1557906.75
830000	-1558017.25
835000	-1557951.5
840000	-1557971.25
845000	-1557837.5
850000	-1557930.5
855000	-1557979.5
860000	-1559659.75
865000	-1561227
870000	-1561500.125
875000	-1561552.375
880000	-1561734
885000	-1561680.125
890000	-1562455.75
895000	-1563810.75
900000	-1564025.5
905000	-1564332.25
910000	-1563943.875
915000	-1564245.875
920000	-1564785.125
925000	-1564887.25
930000	-1564849.75
935000	-1565684.25
940000	-1565736.625
945000	-1565632
950000	-1565651
955000	-1565785.75
960000	-1566267.25
965000	-1567861.75
970000	-1568317.5
975000	-1568438.25
980000	-1568348.125
985000	-1568460.125
990000	-1568415
995000	-1568285.625
1000000	-1568876.25
1005000	-1569431.5
1010000	-1569454.25
1015000	-1569358
1020000	-1569475.5
1025000	-1569517.375
1030000	-1569503.25
1035000	-1571159.25
1040000	-1571300.25
1045000	-1571139.25
1050000	-1571120
1055000	-1571257.625
1060000	-1571229.5
1065000	-1571307.625
1070000	-1571195.375
1075000	-1571580.25
1080000	-1571486.125
1085000	-1571530.75
1090000	-1571589.625
1095000	-1571532.25
1100000	-1571482.375
1105000	-1571719
1110000	-1571565.625
1115000	-1571539.75
1120000	-1571753.5
1125000	-1571467.25
1130000	-1571573.5
1135000	-1571567.5
1140000	-1573119.75
1145000	-1573323.75
1150000	-1573375.5
1155000	-1573447
1160000	-1573505.5
1165000	-1573403
1170000	-1573439.125
1175000	-1573409.75
1180000	-1573274
1185000	-1573400
1190000	-1573378.375
1195000	-1573466.875
1200000	-1573440.5
1205000	-1573243.875
1210000	-1573278.25
1215000	-1573389.5
1220000	-1573323.25
1225000	-1573519.125
1230000	-1573423.75
1235000	-1573307.25
1240000	-1573411.625
1245000	-1573325
1250000	-1573468.375
1255000	-1574152.5
1260000	-1574263.25
1265000	-1574352.75
1270000	-1574350
1275000	-1574338.375
1280000	-1574280.375
1285000	-1574623.75
1290000	-1575780.875
1295000	-1577261.75
1300000	-1577367.75
1305000	-1577390.25
1310000	-1577439
1315000	-1577408.25
1320000	-1578116.25
1325000	-1578255.125
1330000	-1578367
1335000	-1578460.875
1340000	-1578487.875
1345000	-1580094.25
1350000	-1580168
1355000	-1580271.5
1360000	-1580435.75
1365000	-1580247.625
