################################################################################
# Data 1                          Data_0_00021.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4734269876867092
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_235_mins
# DDummy                          0.6
# Date                            2025-04-01T22:39:34
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.26787e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.76072e+07
# det                             0
# mon                             0
# pilai0                          3.76072e+07
# pilai1                          0
# pilct0                          3.76089e+07
# pilct1                          0
# pilroi0                         3.76089e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00021.edf
# usaxs0                          130.048
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                63113.7771                1385.09428           
       0.001104                85946.1503                970.733438           
       0.001273                 43600.552                626.293345           
       0.001443                38869.5092                434.497642           
       0.001613                22176.2653                267.939109           
       0.001783                10081.3763                166.463022           
       0.001953                4563.95639                104.406925           
       0.002122                2323.21403                59.9521068           
       0.002292                804.663878                42.2311169           
       0.002462                334.222098                25.0003254           
       0.002632                220.145894                17.5923309           
       0.002802                114.026869                12.2315094           
       0.002971                 110.40808                8.30351326           
       0.003141                96.0815785                6.06703452           
       0.003311                81.9193879                4.19202673           
       0.003481                66.4576924                3.54507967           
       0.003651                53.2989096                2.92630541           
       0.003820                44.3244142                2.50551885           
       0.003990                37.8252216                2.26190247           
       0.004160                 32.976646                1.94337316           
       0.004330                 29.729042                1.88331558           
       0.004499                29.5131208                1.75813035           
       0.004669                23.3683876                1.58299077           
       0.004839                21.9411434                1.49137342           
       0.005009                21.4792723                1.44101614           
       0.005179                19.6675073                1.39092682           
       0.005348                18.7821959                 1.2736372           
       0.005518                18.7589581                1.21537608           
       0.005688                19.4731328                1.27513499           
       0.005858                17.8245164                1.19492703           
       0.006028                15.5237036                 1.1094507           
       0.006197                14.9416903                1.00097634           
       0.006367                16.5398954                1.07048366           
       0.006537                15.8211121                1.02716963           
       0.006707                15.7914221                 1.0351376           
       0.006877                15.0176408                0.97022886           
       0.007046                14.5301449               0.933407937           
       0.007216                16.5536458                1.02437549           
       0.007386                14.0197224                0.88972745           
       0.007556                16.3365928               0.963923517           
       0.007726                15.6401299               0.915523389           
       0.007895                13.6564218               0.886677055           
       0.008065                16.5681942               0.970493917           
       0.008235                 15.002815               0.864452031           
       0.008405                14.9502543               0.869612829           
       0.008574                15.6968694               0.875718591           
       0.008744                 16.516551               0.911272991           
       0.008914                18.3949182               0.953565032           
       0.009084                17.5503611               0.863499521           
       0.009254                16.0712173               0.883236273           
       0.009423                17.9205975               0.887354303           
       0.009593                19.8612474               0.936292049           
       0.009763                18.0483401               0.884041739           
       0.009933                19.7266326               0.904795791           
       0.010103                20.0847135               0.941282136           
       0.010272                19.4609291                   0.88326           
       0.010442                21.4061639               0.922305945           
       0.010612                 20.225336               0.877689525           
       0.010782                 23.094473               0.943390178           
       0.010952                23.2295726               0.975882755           
       0.011121                25.8651541               0.970005623           
       0.011291                26.7771867                  1.002003           
       0.011461                27.9805314                1.00945754           
       0.011631                28.8437269                1.01220141           
       0.011800                30.1677105                1.04857375           
       0.011970                28.5916778               0.970936903           
       0.012140                30.9893952                1.04475307           
       0.012310                  32.29942                1.04665715           
       0.012480                33.5470192                1.06366122           
       0.012649                33.0050353                1.03426463           
       0.012819                32.6335244                1.02529134           
       0.012989                 32.583225                1.03868871           
       0.013159                33.4118696                1.02748506           
       0.013329                 32.587203                1.00036327           
       0.013498                  33.23313                1.00658932           
       0.013668                31.7415842               0.983228875           
       0.013838                31.8932486               0.997486421           
       0.014008                29.5619354                0.92221817           
       0.014178                26.5167935               0.889688517           
       0.014347                25.6469729               0.856702936           
       0.014517                25.7073309               0.864792068           
       0.014687                21.8031717               0.781959265           
       0.014857                20.4626237               0.747237521           
       0.015027                19.0766804               0.735103421           
       0.015196                18.3149983               0.710644083           
       0.015366                14.5776257               0.635407977           
       0.015536                16.1394939               0.649304346           
       0.015706                12.9152176               0.585473071           
       0.015875                12.1152753               0.573695428           
       0.016045                12.5680832               0.568167256           
       0.016215                 10.299849                0.51708882           
       0.016385                10.4897556               0.516203683           
       0.016555                9.84862027               0.504758704           
       0.016724                9.05524515               0.479851471           
       0.016894                8.52616813                0.45298622           
       0.017064                7.32627347               0.426415624           
       0.017234                7.01654999               0.413606469           
       0.017404                6.87817206               0.433759812           
       0.017573                6.48389645               0.403979747           
       0.017743                6.29075915               0.403777267           
       0.017913                6.00242952               0.395727283           
       0.018083                6.23128553               0.403500521           
       0.018253                6.56252762               0.416721746           
       0.018422                5.65328595               0.375966856           
       0.018592                5.35780206               0.373985726           
       0.018762                4.53437995               0.354137162           
       0.018932                4.38828434               0.332661176           
       0.019102                4.97558063               0.368866216           
       0.019271                4.63983898               0.346336681           
       0.019441                4.87768952               0.361299948           
       0.019611                4.38956484               0.342932193           
       0.019781                4.74397771                0.34022325           
       0.019950                 5.5629502               0.380146987           
       0.020120                4.48453074               0.336277195           
       0.020290                4.60521887               0.347913838           
       0.020460                4.72308597               0.340871264           
       0.020630                5.25498057               0.361547582           
       0.020799                4.80312718               0.354877768           
       0.020969                 4.7420553               0.340118818           
       0.021139                 4.1340301               0.332441512           
       0.021309                5.02666613               0.347297523           
       0.021479                5.08369877               0.355232726           
       0.021648                4.82275886               0.353124508           
       0.021818                5.04354739               0.352291423           
       0.021988                4.59187856               0.338802259           
       0.022158                4.85684972               0.339060503           
       0.022328                4.63757426               0.341839772           
       0.022497                4.08076983                0.32277394           
       0.022667                5.24119673               0.350397563           
       0.022837                4.29187701               0.333468821           
       0.023007                4.28159908               0.319946805           
       0.023177                4.18304077               0.317185576           
       0.023346                4.75104958               0.330607219           
       0.023516                4.68226409               0.334556478           
       0.023686                4.56449173               0.324358311           
       0.023856                3.92463354               0.298489862           
       0.024025                3.88157969               0.293060887           
       0.024195                  4.520741               0.305099978           
       0.024365                3.68742773               0.280140063           
       0.024535                3.29123237                0.26422669           
       0.024705                3.19087609               0.264125622           
       0.024874                3.08848044               0.250844817           
       0.025044                 3.2192469               0.252948727           
       0.025214                2.91818928               0.245752705           
       0.025384                2.74215755               0.236854963           
       0.025554                2.39332066               0.222792285           
       0.025723                2.55638502               0.225871992           
       0.025893                2.33788626               0.211336636           
       0.026063                2.12440727               0.204771491           
       0.026233                2.36509413                0.20898072           
       0.026403                1.82894162               0.188023969           
       0.026572                 1.9264839               0.196078669           
       0.026742                1.68477275                0.18449064           
       0.026912                1.58025387               0.175495124           
       0.027082                1.59750189               0.169331448           
       0.027251                1.50898811               0.168046055           
       0.027421                1.15650131               0.152480487           
       0.027591                1.51900342               0.160957663           
       0.027761                1.06786588               0.142073868           
       0.027931               0.872318312               0.132385706           
       0.028100               0.937604857               0.134267593           
       0.028270                 1.0002391               0.135553083           
       0.028440               0.922532614               0.131843547           
       0.028610               0.738770491               0.123217015           
       0.028780                1.02436303               0.129121324           
       0.028949               0.681715746               0.110364655           
       0.029119               0.640212984               0.110340587           
       0.029289               0.418062429               0.100913019           
       0.029459               0.421949895              0.0999139209           
       0.029629               0.456393256              0.0875987807           
       0.029798               0.311215029              0.0852933186           
       0.029968               0.368824373              0.0849860479           
       0.030138               0.292281242              0.0846470371           
       0.030308               0.390601508              0.0942634127           
       0.030478               0.459131139              0.0940354644           
       0.030647               0.432341932              0.0956219187           
       0.030817               0.443984952              0.0890005989           
       0.030987               0.403075468              0.0846278558           
       0.031157               0.367412201              0.0884982854           
       0.031326               0.347790174               0.080511571           
       0.031496               0.181006158              0.0602411347           
       0.031666               0.353856315              0.0864455394           
       0.031836                0.30140746              0.0789663795           
       0.032006               0.130960398              0.0728581418           
       0.032175               0.365862501              0.0822657182           
       0.032345                0.33555048              0.0730571198           
       0.032515               0.371264811              0.0829137809           
       0.032685               0.141554971              0.0561553662           
       0.032855               0.197369773              0.0653078826           
       0.033024              0.0983108852              0.0575855796           
       0.033194               0.199872421              0.0644401384           
       0.033364                0.16237534              0.0619262281           
       0.033534               0.196188547               0.060837507           
       0.033704               0.148832142              0.0678146162           
       0.033873                0.29684697              0.0702945207           
       0.034043               0.126813673              0.0665435337           
       0.034213                0.20159375              0.0625865432           
       0.034383               0.211627544              0.0684162298           
       0.034553              0.0883912731              0.0610061364           
       0.034722               0.127011958               0.062255061           
       0.034892               0.104845069              0.0622180842           
       0.035062               0.233883869              0.0622706066           
       0.035232               0.195763851              0.0650520035           
       0.035401               0.117448284              0.0564779019           
       0.035571               0.206901608              0.0613146718           
       0.035741               0.229699349              0.0594634269           
       0.035911               0.172918237               0.066540168           
       0.036081               0.197940875              0.0688672714           
       0.036250               0.168485583              0.0571687389           
       0.036420               0.115204241              0.0502115408           
       0.036590               0.368156241              0.0688016676           
       0.036760               0.302613112              0.0700849219           
       0.036930                0.24967715              0.0619050516           
       0.037099               0.218162206              0.0653981325           
       0.037269               0.162524163              0.0623685751           
       0.037439               0.367419149              0.0763532913           
       0.037609               0.297125881              0.0631664771           
       0.037779               0.257918782               0.060740969           
       0.037948               0.182529545              0.0566273769           
       0.038118               0.251922408              0.0639233475           
       0.038288               0.256245579              0.0633278845           
       0.038458               0.224933546              0.0655834466           
       0.038628               0.298533627               0.068249252           
       0.038797               0.267493752              0.0739826719           
       0.038967               0.199841828              0.0731758811           
       0.039137               0.202140904              0.0598602579           
       0.039307                0.29268345              0.0675340692           
       0.039476               0.274250123              0.0655956319           
       0.039646                0.28131516              0.0696091006           
       0.039816                0.24338125              0.0723391676           
       0.039986               0.186147074              0.0656394733           
       0.040156               0.297903231              0.0727888044           
       0.040325               0.251627727               0.066892217           
       0.040495                0.24572166              0.0641429422           
       0.040665                0.31674758              0.0661973578           
       0.040835               0.214621734              0.0591420926           
       0.041005               0.208578961               0.056761011           
       0.041174               0.174266084              0.0641286551           
       0.041344               0.397043232              0.0719834472           
       0.041514               0.211234271              0.0617117281           
       0.041684               0.251108104              0.0636844504           
       0.041854               0.417869774              0.0708511842           
       0.042023               0.327474013              0.0695191824           
       0.042193               0.264872946              0.0656897326           
       0.042363               0.216568567              0.0648301768           
       0.042533               0.236353683              0.0576479299           
       0.042702               0.268875795              0.0635150221           
       0.042872               0.154621475              0.0652283749           
       0.043042               0.373736813              0.0670184654           
       0.043212               0.269628179              0.0650803622           
       0.043382               0.253902293              0.0602452244           
       0.043551               0.374167084              0.0735935163           
       0.043721               0.253122929               0.063748307           
       0.043891               0.367508989              0.0702005759           
       0.044061               0.266503691              0.0578470509           
       0.044231               0.325119625               0.065251438           
       0.044400               0.307163659               0.064154004           
       0.044570               0.254865726               0.060064763           
       0.044740               0.346717623              0.0696672719           
       0.044910               0.340585523              0.0699983717           
       0.045080               0.491880585              0.0740125721           
       0.045249               0.246946612              0.0589262055           
       0.045419               0.258231096              0.0633592076           
       0.045589                0.35007207              0.0648387153           
       0.045759                  0.223443              0.0556665986           
       0.045929               0.208537971              0.0649180603           
       0.046098               0.168043852               0.057706526           
       0.046268               0.235027584              0.0548175134           
       0.046438               0.403217429              0.0675512555           
       0.046608               0.222926378              0.0648575019           
       0.046777               0.278190155              0.0604409763           
       0.046947               0.177968277              0.0507262362           
       0.047117               0.246763817              0.0603322964           
       0.047287               0.250605129              0.0570819602           
       0.047457               0.173453821              0.0562202964           
       0.047626               0.150455679               0.053471379           
       0.047796               0.185231699              0.0553652764           
       0.047966               0.240803864              0.0535962612           
       0.048136               0.185895111              0.0480672144           
       0.048306               0.128623329              0.0457173556           
       0.048475               0.109296585              0.0479659572           
       0.048645              0.0223505421              0.0485156422           
       0.048815               0.273198649              0.0568470426           
       0.048985               0.160080429              0.0463130758           
       0.049155               0.195555174              0.0510552366           
       0.049324               0.151879155              0.0469802526           
       0.049494               0.211515593              0.0496233686           
       0.049664               0.161543352              0.0507317652           
       0.049834               0.139462091              0.0522590632           
       0.050004               0.136101097              0.0476329273           
       0.050173               0.186375037              0.0561198827           
       0.050343               0.122238193              0.0390369495           
       0.050513              0.0960422434              0.0451974256           
       0.050683              0.0808135885               0.049130969           
       0.050852              0.0462138557              0.0393464336           
       0.051022              0.0987694785              0.0469335774           
       0.051192               0.183747664              0.0466974487           
       0.051362              0.0866766102              0.0343673528           
       0.051532              0.0720441861              0.0373046583           
       0.051701              0.0699217242              0.0413186964           
       0.051871              0.0459133182              0.0349261732           
       0.052041                0.10376874              0.0370359933           
       0.052211               0.131488371              0.0421997745           
       0.052381              0.0299869395              0.0337226969           
       0.052550               0.127827599              0.0461363381           
       0.052720             0.00499593216              0.0394867843           
       0.052890              0.0846207992              0.0352795841           
       0.053060              0.0963423364              0.0407040075           
       0.053230               0.117659863              0.0382541733           
       0.053399              0.0881768197              0.0443241851           
       0.053569              0.0772244324              0.0382554865           
       0.053739              0.0880495352              0.0375692692           
       0.053909              0.0365586539              0.0374923842           
       0.054079              0.0755787508              0.0409476864           
       0.054248              0.0234879353              0.0325758416           
       0.054418               0.165015975              0.0432646582           
       0.054588             0.00595796161               0.030175662           
       0.054758              0.0519391837              0.0340071561           
       0.054927                0.10300701              0.0344499575           
       0.055097              0.0934392456              0.0398175118           
       0.055267              0.0511155085               0.033137121           
