################################################################################
# Data 1                          Data_0_00010.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4965937460330894
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_125_mins
# DDummy                          0.6
# Date                            2025-04-01T20:38:10
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.36642e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.81985e+07
# det                             0
# mon                             0
# pilai0                          3.81985e+07
# pilai1                          0
# pilct0                          3.81996e+07
# pilct1                          0
# pilroi0                         3.81996e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00010.edf
# usaxs0                          68.0344
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                53459.1859                1377.02861           
       0.001104                92688.6337                967.661865           
       0.001273                41833.2427                622.973851           
       0.001443                38446.4219                 432.30908           
       0.001613                22683.2643                 266.91145           
       0.001783                10323.1936                165.848721           
       0.001953                 4720.3989                104.065343           
       0.002122                2303.31118                59.6352589           
       0.002292                758.207047                41.9241167           
       0.002462                273.844553                24.6943753           
       0.002632                107.568177                17.0053948           
       0.002802                57.9212221                11.8121293           
       0.002971                49.3540566                7.73690653           
       0.003141                55.6373051                5.52440417           
       0.003311                 36.984307                3.55748965           
       0.003481                36.1439357                 2.9521305           
       0.003651                26.4050527                2.33796431           
       0.003820                23.5162558                1.97450445           
       0.003990                20.1441968                 1.7755575           
       0.004160                 19.035224                1.56739002           
       0.004330                15.9459625                1.47098895           
       0.004499                14.4921952                1.29006134           
       0.004669                13.6153796                1.27850816           
       0.004839                11.6179337                1.14339712           
       0.005009                8.68170906                1.00997279           
       0.005179                9.98863986                1.05522204           
       0.005348                9.74506066               0.971321021           
       0.005518                8.56350178               0.854338622           
       0.005688                8.05693189               0.870639762           
       0.005858                7.56306134               0.822672285           
       0.006028                8.16089982               0.829958519           
       0.006197                9.90429094                0.82032303           
       0.006367                7.57677655               0.748901197           
       0.006537                6.30482166               0.671602657           
       0.006707                8.75184326               0.780554609           
       0.006877                6.89554546               0.671211396           
       0.007046                7.29441811               0.670345839           
       0.007216                7.14558932               0.692331918           
       0.007386                6.85363914               0.628484222           
       0.007556                7.68488145               0.672617648           
       0.007726                7.67990635               0.649048978           
       0.007895                5.78539648                0.59701568           
       0.008065                6.08017646               0.605587756           
       0.008235                5.40294573               0.531130241           
       0.008405                6.65699877                0.58301586           
       0.008574                6.12648241               0.554043916           
       0.008744                8.01373564                0.64086575           
       0.008914                6.36982141                0.56861961           
       0.009084                7.07698605               0.547962053           
       0.009254                6.54954687                 0.5725084           
       0.009423                7.39384325               0.576150127           
       0.009593                8.08320321               0.597615681           
       0.009763                8.35741662               0.603934848           
       0.009933                8.29778082               0.592795044           
       0.010103                7.86940595               0.589558552           
       0.010272                7.93390127               0.563750993           
       0.010442                 7.3623116               0.546564614           
       0.010612                9.07984776               0.586065379           
       0.010782                7.98636434               0.553802689           
       0.010952                10.3846856               0.650005421           
       0.011121                10.2400152               0.612077012           
       0.011291                10.5088972                0.63043877           
       0.011461                 10.795345               0.626182118           
       0.011631                11.4312609               0.635406177           
       0.011800                11.9107003               0.658217583           
       0.011970                11.6469709                 0.6182237           
       0.012140                12.2980782               0.656632161           
       0.012310                 12.688659               0.653614924           
       0.012480                12.5848357               0.649794099           
       0.012649                13.4211055                0.65986075           
       0.012819                12.0156358               0.621233429           
       0.012989                11.8392363               0.624107386           
       0.013159                11.8889309               0.610724014           
       0.013329                11.6039569               0.593653489           
       0.013498                9.82185583               0.548900876           
       0.013668                11.2420064                0.58386876           
       0.013838                10.6013338               0.574178116           
       0.014008                10.6310211               0.551149699           
       0.014178                10.8214065                0.56625575           
       0.014347                9.78172726               0.525590694           
       0.014517                9.70450778               0.528460309           
       0.014687                8.65686982               0.490162939           
       0.014857                7.57696327               0.454367671           
       0.015027                6.80595101               0.435880241           
       0.015196                6.33393138                0.42061271           
       0.015366                6.21842614               0.413771766           
       0.015536                5.23612028               0.369343422           
       0.015706                5.95640754               0.396867452           
       0.015875                4.03003098               0.334719463           
       0.016045                4.23697883                0.32984978           
       0.016215                4.09921608               0.330531936           
