################################################################################
# Data 1                          Data_0_00033.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4018204300013632
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_355_mins
# DDummy                          0.6
# Date                            2025-04-02T00:53:27
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      5.96326e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.57796e+07
# det                             0
# mon                             0
# pilai0                          3.57796e+07
# pilai1                          0
# pilct0                          3.57825e+07
# pilct1                          0
# pilroi0                         3.57825e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00033.edf
# usaxs0                          235.012
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                62519.6965                1405.94833           
       0.001104                101732.852                987.609086           
       0.001273                57719.3873                639.224246           
       0.001443                49214.5386                445.060982           
       0.001613                29509.5588                275.668622           
       0.001783                14514.2018                172.183432           
       0.001953                6993.28624                108.698688           
       0.002122                3751.95862                 63.026061           
       0.002292                1699.39496                44.9861173           
       0.002462                995.053437                27.4424314           
       0.002632                568.616253                19.4057259           
       0.002802                398.662551                14.1828719           
       0.002971                324.151567                10.1293115           
       0.003141                257.130352                7.94627938           
       0.003311                 193.38064                5.54376341           
       0.003481                172.664628                5.18695891           
       0.003651                136.362804                4.33315032           
       0.003820                 110.70585                3.79085499           
       0.003990                100.465806                3.53668026           
       0.004160                83.6827519                2.97841262           
       0.004330                74.4025595                2.88523543           
       0.004499                 68.265325                2.65436711           
       0.004669                63.5382767                2.50955692           
       0.004839                56.3854338                2.34128817           
       0.005009                53.1008505                2.20983017           
       0.005179                51.0504548                2.18467086           
       0.005348                53.6452111                2.09716546           
       0.005518                48.1811271                1.94529326           
       0.005688                43.1310205                1.89009295           
       0.005858                40.9683394                1.80422333           
       0.006028                47.2294841                1.92329507           
       0.006197                45.4196244                1.75482389           
       0.006367                39.7381516                1.66488677           
       0.006537                41.2919429                1.66976999           
       0.006707                38.0904782                 1.6227785           
       0.006877                40.8789297                1.61504904           
       0.007046                40.0678677                1.56675613           
       0.007216                38.1789153                1.56894488           
       0.007386                38.0357014                1.48571201           
       0.007556                36.7848285                1.46391166           
       0.007726                37.8904842                1.44442642           
       0.007895                37.6480965                1.47826905           
       0.008065                40.1596846                1.52834387           
       0.008235                37.4138066                1.38414478           
       0.008405                 39.653833                1.44276452           
       0.008574                40.4935884                 1.4301584           
       0.008744                42.7003425                1.48674766           
       0.008914                 41.656661                 1.4617212           
       0.009084                42.8067408                 1.3786151           
       0.009254                45.8879482                1.51388295           
       0.009423                43.0270869                1.39863259           
       0.009593                 46.127738                1.45805495           
       0.009763                49.2459898                1.48740203           
       0.009933                49.5432716                1.45825944           
       0.010103                54.0231762                1.57723272           
       0.010272                57.9767789                1.55762363           
       0.010442                53.9772775                1.49263902           
       0.010612                57.6284285                1.51536891           
       0.010782                64.6147119                1.61442944           
       0.010952                 68.147589                1.70999018           
       0.011121                68.9901844                1.61696928           
       0.011291                73.7298944                1.69598144           
       0.011461                76.7552307                1.70961841           
       0.011631                77.3173477                1.69552928           
       0.011800                80.0572559                1.74634177           
       0.011970                84.0006467                1.70198128           
       0.012140                84.9803928                1.76961752           
       0.012310                89.0972291                 1.7791484           
       0.012480                88.7753241                1.77046626           
       0.012649                93.1233189                1.77449553           
       0.012819                92.8803293                1.76906794           
       0.012989                93.2287696                1.79818765           
       0.013159                93.6213886                1.76065415           
       0.013329                92.9366725                 1.7305787           
       0.013498                90.8001458                1.70079756           
       0.013668                85.6692871                1.65280089           
       0.013838                 85.225351                1.66844208           
       0.014008                81.5825514                1.56818682           
       0.014178                 75.709172                1.53839329           
       0.014347                70.2817264                1.45327964           
       0.014517                63.9574485                1.39723975           
       0.014687                63.1863856                1.36322635           
       0.014857                55.9082677                1.26292384           
       0.015027                 54.050164                1.26834348           
       0.015196                46.9133713                1.16058721           
       0.015366                44.6162217                1.13688498           
       0.015536                40.2459112                1.04921415           
       0.015706                37.2995458                1.01664209           
       0.015875                34.6907429               0.988873592           
       0.016045                31.6714482               0.922480238           
       0.016215                29.6828179               0.891601961           
       0.016385                27.4174864               0.851636852           
