################################################################################
# Data 1                          Data_0_00014.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4887845150613312
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_165_mins
# DDummy                          0.6
# Date                            2025-04-01T21:22:11
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.3332e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.79992e+07
# det                             0
# mon                             0
# pilai0                          3.79992e+07
# pilai1                          0
# pilct0                          3.80004e+07
# pilct1                          0
# pilroi0                         3.80004e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00014.edf
# usaxs0                          78.0234
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                60109.5984                1380.30748           
       0.001104                81615.7124                967.121551           
       0.001273                38548.5423                623.176312           
       0.001443                34528.7487                431.557407           
       0.001613                19865.6288                266.000802           
       0.001783                8786.21846                165.044314           
       0.001953                 3968.0744                103.439176           
       0.002122                1985.31681                59.2657666           
       0.002292                646.414641                41.7310675           
       0.002462                253.352963                24.6691472           
       0.002632                120.659629                17.0913186           
       0.002802                57.3502313                11.8269483           
       0.002971                46.8809589                7.72754403           
       0.003141                57.7972581                5.56283617           
       0.003311                46.8134314                3.70626747           
       0.003481                44.7558854                3.13112377           
       0.003651                35.0175229                2.53945416           
       0.003820                23.3281673                1.97368319           
       0.003990                24.9013793                1.91790673           
       0.004160                 17.217007                 1.5172052           
       0.004330                18.1837324                 1.5463509           
       0.004499                13.7534658                1.26647684           
       0.004669                 12.147447                1.23112618           
       0.004839                13.4107944                1.21158215           
       0.005009                12.2008183                1.14385987           
       0.005179                9.81760474                1.05098898           
       0.005348                8.86418262               0.940044302           
       0.005518                10.9091984               0.949300023           
       0.005688                 8.6967482                  0.899538           
       0.005858                8.47523586               0.863278395           
       0.006028                9.77926325               0.898843652           
       0.006197                9.13710128               0.792640889           
       0.006367                7.56063598               0.750055808           
       0.006537                7.51436439               0.726924058           
       0.006707                7.14272896               0.714042089           
       0.006877                8.05228901                0.72181055           
       0.007046                8.07634793               0.704293274           
       0.007216                7.36767262               0.703460827           
       0.007386                 6.8428738                0.62962041           
       0.007556                7.30091441               0.658828321           
       0.007726                 8.1788377                0.66997568           
       0.007895                8.54443734               0.710950626           
       0.008065                9.34128909               0.737468968           
       0.008235                 8.3362253                0.65030989           
       0.008405                8.01700972               0.639041325           
       0.008574                 7.5682335               0.613515292           
       0.008744                7.77184394               0.633373658           
       0.008914                8.36480761               0.648363546           
       0.009084                7.24110834               0.555568019           
       0.009254                8.02427057               0.630873542           
       0.009423                8.78932892               0.626683064           
       0.009593                8.38123118               0.609808275           
       0.009763                9.69962347               0.650365124           
       0.009933                9.22493669               0.624726535           
       0.010103                9.85643797               0.659692117           
       0.010272                10.1016094                0.63607495           
       0.010442                9.71653365               0.625353561           
       0.010612                11.0746664               0.648015727           
       0.010782                11.7095441               0.670363221           
       0.010952                11.6064408               0.688451006           
       0.011121                12.6393966               0.679523055           
       0.011291                13.1621101               0.704566984           
       0.011461                13.3905973               0.697800261           
       0.011631                14.5279518               0.716939715           
       0.011800                13.7558267               0.708143038           
       0.011970                15.9823293               0.724300272           
       0.012140                13.8914149                0.69896536           
       0.012310                 14.399108               0.697531289           
       0.012480                14.5813862               0.700468412           
       0.012649                15.3013861               0.705195515           
       0.012819                15.7910402                0.71233047           
       0.012989                14.9417313               0.701910407           
       0.013159                15.9783041               0.708672048           
       0.013329                 15.686213               0.691396314           
       0.013498                 14.968803               0.675823407           
       0.013668                13.6395691               0.643818685           
       0.013838                14.6175142               0.674265058           
       0.014008                13.0155361               0.610665257           
       0.014178                 12.174079               0.601710084           
       0.014347                11.1222696               0.561786243           
       0.014517                11.7635389               0.582961191           
       0.014687                 10.222613               0.533691054           
       0.014857                9.17973347               0.500447579           
       0.015027                9.07845131               0.504639341           
       0.015196                8.63587832               0.489586586           
       0.015366                7.67367673               0.460111723           
       0.015536                7.49952316               0.441901162           
       0.015706                6.74745023               0.422954033           
       0.015875                6.39913813               0.418409592           
       0.016045                5.26492707               0.367822137           
       0.016215                5.24772705               0.372141563           
