################################################################################
# Data 1                          Data_0_00031.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4127420697047914
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_335_mins
# DDummy                          0.6
# Date                            2025-04-02T00:31:16
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.00972e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.60583e+07
# det                             0
# mon                             0
# pilai0                          3.60583e+07
# pilai1                          0
# pilct0                          3.60613e+07
# pilct1                          0
# pilroi0                         3.60613e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00031.edf
# usaxs0                          252.997
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                60702.4562                1402.31219           
       0.001104                112010.108                 987.27902           
       0.001273                63865.1314                639.182261           
       0.001443                54278.5214                445.883021           
       0.001613                33074.8407                276.716052           
       0.001783                16629.7665                173.247367           
       0.001953                 8213.4254                109.718591           
       0.002122                 4251.7032                63.5918211           
       0.002292                1972.66097                45.4910941           
       0.002462                949.063789                27.2331981           
       0.002632                577.823162                19.3926214           
       0.002802                396.205365                14.1290636           
       0.002971                299.016689                9.91632743           
       0.003141                233.915429                7.69164299           
       0.003311                205.557354                5.64592917           
       0.003481                157.139157                4.97098211           
       0.003651                136.304342                4.31657114           
       0.003820                109.450029                3.75730011           
       0.003990                 95.100872                3.43610884           
       0.004160                87.4415765                3.02762519           
       0.004330                74.8117326                2.88169846           
       0.004499                 66.532969                2.61219382           
       0.004669                61.3939476                2.46091915           
       0.004839                56.2877932                2.33053994           
       0.005009                52.7775518                2.19526568           
       0.005179                47.9518375                2.11373162           
       0.005348                45.4133852                1.93201856           
       0.005518                41.5454467                1.80424931           
       0.005688                41.4346513                1.84730459           
       0.005858                42.3816072                1.82674719           
       0.006028                43.7808882                1.84688081           
       0.006197                42.1438162                1.68509713           
       0.006367                41.9050328                1.70180108           
       0.006537                38.7561284                1.61268962           
       0.006707                36.6348167                1.58604141           
       0.006877                38.0248078                1.55272984           
       0.007046                37.7315757                1.51528695           
       0.007216                39.0015427                 1.5792662           
       0.007386                34.7988761                1.41646058           
       0.007556                 36.709362                1.45682287           
       0.007726                37.2208705                1.42629877           
       0.007895                36.9715658                1.45962056           
       0.008065                 38.552645                1.49227435           
       0.008235                37.1626386                 1.3742478           
       0.008405                 39.027595                1.42588642           
       0.008574                37.9054549                 1.3788442           
       0.008744                37.3073791                1.38561638           
       0.008914                39.7738614                1.42313031           
       0.009084                41.4561423                1.35153214           
       0.009254                40.6655148                1.42066962           
       0.009423                44.3462583                1.41420659           
       0.009593                43.6064962                1.41236634           
       0.009763                47.7656265                1.45938568           
       0.009933                49.6010076                1.45347355           
       0.010103                50.8845622                1.52499899           
       0.010272                52.1323092                1.47159524           
       0.010442                54.5791238                1.49508038           
       0.010612                56.1297567                1.48979748           
       0.010782                 60.157453                1.55185302           
       0.010952                63.4996906                 1.6443891           
       0.011121                 65.416381                1.56866882           
       0.011291                 73.534022                 1.6871955           
       0.011461                71.9559855                1.64906446           
       0.011631                77.3449946                 1.6892704           
       0.011800                78.3639336                 1.7211531           
       0.011970                85.0279089                1.70570601           
       0.012140                83.4855477                1.74723893           
       0.012310                 88.179345                1.76312812           
       0.012480                  87.51488                1.75108039           
       0.012649                 89.031788                1.72852424           
       0.012819                90.2963749                1.73760149           
       0.012989                88.4644944                1.74494427           
       0.013159                94.7434212                1.76430117           
       0.013329                88.0569062                1.67805108           
       0.013498                85.9692146                1.64868682           
       0.013668                83.0987409                1.62157321           
       0.013838                 79.381432                1.60412747           
       0.014008                  76.10798                1.50888973           
       0.014178                71.1341569                1.48550939           
       0.014347                69.9235025                1.44396033           
       0.014517                65.6950124                1.41058941           
       0.014687                62.3893992                1.34936785           
       0.014857                51.0320426                1.20209718           
       0.015027                49.2279653                1.20576648           
       0.015196                46.7228459                1.15376701           
       0.015366                  42.08871                1.10001686           
       0.015536                38.3178839                1.01987568           
       0.015706                37.0728984                1.00963952           
       0.015875                 33.495724               0.968056116           
       0.016045                30.0872215               0.895706904           
       0.016215                28.3976301               0.868913507           
       0.016385                25.8641987               0.824103745           
