################################################################################
# Data 1                          Data_0_00012.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.495493589472348
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_145_mins
# DDummy                          0.6
# Date                            2025-04-01T21:00:11
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.36174e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.81705e+07
# det                             0
# mon                             0
# pilai0                          3.81705e+07
# pilai1                          0
# pilct0                          3.81716e+07
# pilct1                          0
# pilroi0                         3.81716e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00012.edf
# usaxs0                          78.2036
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                57102.5025                1377.95211           
       0.001104                87494.2088                966.941773           
       0.001273                40206.3955                622.731069           
       0.001443                37278.3204                431.979579           
       0.001613                21793.6447                266.551592           
       0.001783                9979.23574                 165.64822           
       0.001953                4494.19043                103.851243           
       0.002122                 2222.4488                59.5310621           
       0.002292                776.761079                41.9762205           
       0.002462                225.308259                 24.548082           
       0.002632                110.557503                 17.022651           
       0.002802                44.2270796                11.7251552           
       0.002971                 47.715804                7.72414856           
       0.003141                47.5642227                5.41878754           
       0.003311                41.6769453                3.62683655           
       0.003481                30.9706573                2.84439341           
       0.003651                23.9138446                2.27878474           
       0.003820                22.7563541                1.95382455           
       0.003990                19.0965998                1.74427597           
       0.004160                19.7541701                1.58859758           
       0.004330                15.7789773                1.46596434           
       0.004499                16.5359523                1.36140797           
       0.004669                12.9327599                1.25583018           
       0.004839                12.4855228                1.17584363           
       0.005009                11.4847241                1.11610236           
       0.005179                12.0520178                1.13289075           
       0.005348                8.96362787               0.942014419           
       0.005518                9.86381634               0.907165998           
       0.005688                7.10677979               0.829599817           
       0.005858                8.42973012               0.859612549           
       0.006028                7.94826645               0.821077925           
       0.006197                8.78065689               0.776750607           
       0.006367                7.96385121               0.765364078           
       0.006537                7.78756259               0.736928137           
       0.006707                8.00095102               0.749724531           
       0.006877                6.73030558                0.66418309           
       0.007046                6.96865816               0.656712341           
       0.007216                6.57455402               0.667830292           
       0.007386                 8.3197944                0.68848379           
       0.007556                7.79934806               0.677391689           
       0.007726                6.51708807               0.602065414           
       0.007895                5.94721042               0.604377933           
       0.008065                6.67789571               0.631647161           
       0.008235                7.53979266               0.619178494           
       0.008405                6.36854221               0.571021733           
       0.008574                7.25991878                0.60025153           
       0.008744                7.44648106               0.619538339           
       0.008914                7.60795756               0.618465371           
       0.009084                7.29019911               0.556165605           
       0.009254                7.94595696               0.626608446           
       0.009423                7.56617648               0.582624148           
       0.009593                8.34801051               0.607279834           
       0.009763                7.27364996               0.565418136           
       0.009933                8.77446076               0.608799894           
       0.010103                7.96136838               0.593115258           
       0.010272                8.96137299               0.598510389           
       0.010442                9.55862342               0.619097001           
       0.010612                10.6100839                0.63304064           
       0.010782                10.0715402               0.620956076           
       0.010952                10.5518038               0.655380128           
       0.011121                10.9216042               0.631662451           
       0.011291                11.3283262               0.653863054           
       0.011461                11.2993452               0.640568168           
       0.011631                12.0690487               0.652849237           
       0.011800                11.9211374               0.658739374           
       0.011970                12.6845573               0.644930942           
       0.012140                12.4801594               0.661629635           
       0.012310                13.0993966               0.664211832           
       0.012480                 13.520469               0.673376559           
       0.012649                13.5268174               0.662623587           
       0.012819                13.9176084                0.66793136           
       0.012989                14.2175111               0.683356363           
       0.013159                14.8536343               0.681998981           
       0.013329                13.1208104                0.63123922           
       0.013498                12.6924848               0.622055442           
       0.013668                12.5675258               0.616994886           
       0.013838                11.6452671               0.601507019           
       0.014008                11.7108184               0.578312604           
       0.014178                10.9131402               0.568825847           
       0.014347                10.8777192               0.554350894           
       0.014517                9.94324875               0.535068605           
       0.014687                9.57378854               0.515446774           
       0.014857                8.12334994               0.470285029           
       0.015027                8.31387052               0.481863747           
       0.015196                8.43642539               0.483008974           
       0.015366                5.82354193               0.400791363           
       0.015536                5.77510031               0.387685041           
       0.015706                5.90548113               0.395348415           
       0.015875                6.02972562               0.405707291           
       0.016045                5.02064447               0.358548824           
       0.016215                4.12653051               0.331675202           
       0.016385                4.95292755               0.355011104           
