################################################################################
# Data 1                          Data_0_00011.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.497874911258739
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_135_mins
# DDummy                          0.6
# Date                            2025-04-01T20:49:10
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.37187e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.82312e+07
# det                             0
# mon                             0
# pilai0                          3.82312e+07
# pilai1                          0
# pilct0                          3.82324e+07
# pilct1                          0
# pilroi0                         3.82324e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00011.edf
# usaxs0                          59.9916
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                55627.4696                1377.05051           
       0.001104                90784.4842                 967.09147           
       0.001273                 42005.743                622.855622           
       0.001443                39922.7239                432.733945           
       0.001613                23210.6273                267.090255           
       0.001783                10699.5124                166.064882           
       0.001953                4770.09025                104.089783           
       0.002122                2366.51533                59.7112958           
       0.002292                805.018704                 42.020999           
       0.002462                292.190568                24.7450777           
       0.002632                118.380465                17.0498729           
       0.002802                68.8588599                 11.880084           
       0.002971                 46.130301                7.70624529           
       0.003141                53.4048475                5.49340367           
       0.003311                39.5621262                3.59415321           
       0.003481                33.8925045                 2.9044163           
       0.003651                27.9647656                2.37384541           
       0.003820                25.4462252                2.02683171           
       0.003990                19.9089104                1.76780235           
       0.004160                16.8081465                1.50091626           
       0.004330                14.1822631                1.41132922           
       0.004499                 15.943807                1.34026564           
       0.004669                12.6502061                1.24528514           
       0.004839                10.9171747                1.11640703           
       0.005009                11.8695893                1.12905535           
       0.005179                8.91585558                1.01232813           
       0.005348                9.95577487               0.978778657           
       0.005518                9.13131097               0.877306844           
       0.005688                7.38154301               0.841156384           
       0.005858                8.48008275               0.861064387           
       0.006028                7.00728469               0.778650552           
       0.006197                9.76736633               0.814770008           
       0.006367                7.44558338               0.743033076           
       0.006537                 8.9574009               0.783885171           
       0.006707                8.43014087               0.767071738           
       0.006877                7.59774783               0.700943684           
       0.007046                7.63620928                0.68430948           
       0.007216                8.61474497               0.751929905           
       0.007386                7.87626279               0.670443397           
       0.007556                6.33731603               0.616479492           
       0.007726                7.05751552               0.623973611           
       0.007895                5.78366634               0.596698206           
       0.008065                6.88321932               0.639798423           
       0.008235                7.24303913               0.607268604           
       0.008405                7.37821772                  0.612199           
       0.008574                7.52992954               0.610226575           
       0.008744                6.91090248               0.598012931           
       0.008914                7.73840325                0.62298062           
       0.009084                7.49055554               0.563139685           
       0.009254                7.37102777                 0.6045328           
       0.009423                7.71708386               0.587601914           
       0.009593                7.63923814               0.581193512           
       0.009763                7.18250758               0.561601394           
       0.009933                8.20817254               0.589534617           
       0.010103                8.86006732                0.62434661           
       0.010272                9.18273893               0.605219699           
       0.010442                9.20260275               0.607481967           
       0.010612                9.47577247               0.598255453           
       0.010782                9.47940636               0.602224215           
       0.010952                 10.178549               0.643341211           
       0.011121                9.78186679               0.598462324           
       0.011291                10.3224219                0.62477909           
       0.011461                11.9589144               0.658116917           
       0.011631                10.9085428                0.62068659           
       0.011800                12.3548443               0.669824988           
       0.011970                11.7658704               0.621050684           
       0.012140                11.9742557               0.647812423           
       0.012310                11.8799963                0.63246575           
       0.012480                13.4035977               0.669975232           
       0.012649                 12.430458               0.635470908           
       0.012819                12.5331831               0.633942092           
       0.012989                12.9933419                0.65312561           
       0.013159                13.0096856               0.638231666           
       0.013329                12.9721049               0.627176409           
       0.013498                13.2663848               0.635136632           
       0.013668                11.7119245                0.59548755           
       0.013838                 11.234675               0.590522645           
       0.014008                10.8483771               0.556442975           
       0.014178                10.4549968               0.556483832           
       0.014347                9.62334121               0.521111879           
       0.014517                9.03547765                0.50984448           
       0.014687                8.34427047               0.481103389           
       0.014857                7.94979196               0.464972584           
       0.015027                7.68969864               0.463077934           
       0.015196                6.81499576               0.435450948           
       0.015366                6.13724178               0.410932705           
       0.015536                5.84541633               0.389689799           
       0.015706                6.13148815               0.402361709           
       0.015875                4.86489344               0.365813189           
       0.016045                4.93529671                0.35526748           
       0.016215                4.71749304               0.352855692           
       0.016385                4.09104932               0.323445382           
       0.016555                3.64596915                0.30545143           
       0.016724                3.50593178               0.299469235           
       0.016894                3.36894837               0.283968013           
       0.017064                3.10160168               0.277553406           
       0.017234                3.62382976               0.295421907           
       0.017404                3.21181605               0.302517348           
       0.017573                3.15599341               0.281341574           
