################################################################################
# Data 1                          Data_0_00030.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4143876030221394
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_325_mins
# DDummy                          0.6
# Date                            2025-04-02T00:20:11
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.01672e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.61003e+07
# det                             0
# mon                             0
# pilai0                          3.61003e+07
# pilai1                          0
# pilct0                          3.61033e+07
# pilct1                          0
# pilroi0                         3.61033e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00030.edf
# usaxs0                          271.834
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                59227.1109                1401.55468           
       0.001104                111243.317                986.804418           
       0.001273                62239.6386                638.563282           
       0.001443                53427.6069                445.403824           
       0.001613                32647.9713                276.408772           
       0.001783                15901.7564                172.674482           
       0.001953                 7822.1581                109.263205           
       0.002122                4148.73804                63.4186447           
       0.002292                1855.28535                45.2087384           
       0.002462                979.778133                27.3142374           
       0.002632                535.228217                19.2051305           
       0.002802                379.132387                 14.024391           
       0.002971                309.334099                9.98708455           
       0.003141                236.496406                7.71358124           
       0.003311                189.221887                5.48032276           
       0.003481                151.209189                4.89091135           
       0.003651                120.883536                4.09917459           
       0.003820                99.9383703                3.60468497           
       0.003990                95.6138626                 3.4426218           
       0.004160                76.2901473                2.84330191           
       0.004330                74.0021015                2.86566332           
       0.004499                68.3124238                2.64365397           
       0.004669                56.4162853                2.36602064           
       0.004839                52.9362313                2.26305332           
       0.005009                54.7385583                2.23163071           
       0.005179                48.5842214                2.12547602           
       0.005348                46.6850794                1.95602216           
       0.005518                42.0806075                1.81435005           
       0.005688                38.6691233                1.78671275           
       0.005858                43.6572519                 1.8518099           
       0.006028                40.2523428                1.77242413           
       0.006197                36.1161142                1.56168398           
       0.006367                36.2827482                1.58615206           
       0.006537                34.8331904                1.53011272           
       0.006707                36.7914555                1.58843588           
       0.006877                 35.470221                1.49986297           
       0.007046                32.6573536                1.41074881           
       0.007216                34.0433384                1.47722069           
       0.007386                35.9541038                1.43862282           
       0.007556                35.1447973                1.42525824           
       0.007726                35.4431844                1.39157293           
       0.007895                33.1434705                1.38310098           
       0.008065                38.0657265                1.48214802           
       0.008235                35.9166219                1.35057408           
       0.008405                36.7127898                1.38248541           
       0.008574                 37.698817                1.37432533           
       0.008744                38.4717407                1.40594835           
       0.008914                37.7135796                1.38537103           
       0.009084                39.3895753                1.31678823           
       0.009254                41.5129075                1.43437821           
       0.009423                45.1507748                1.42601543           
       0.009593                44.8699952                1.43174673           
       0.009763                 44.215755                1.40372264           
       0.009933                48.2496618                1.43291568           
       0.010103                49.1279614                1.49768813           
       0.010272                47.6092381                1.40574228           
       0.010442                53.3328901                1.47718526           
       0.010612                54.4536106                1.46658864           
       0.010782                59.4475042                1.54179423           
       0.010952                60.5479117                1.60487153           
       0.011121                62.9627593                1.53823956           
       0.011291                69.1396722                1.63535095           
       0.011461                70.6889769                 1.6335772           
       0.011631                73.4104858                1.64489152           
       0.011800                78.8254363                1.72519369           
       0.011970                79.8140276                 1.6517543           
       0.012140                80.0780854                1.71031188           
       0.012310                85.1217671                 1.7313431           
       0.012480                84.1456549                1.71612499           
       0.012649                 83.884104                1.67704947           
       0.012819                89.3705374                1.72768917           
       0.012989                87.6052822                1.73545622           
       0.013159                87.4084391                1.69375925           
       0.013329                85.4455757                1.65204386           
       0.013498                83.6754418                1.62567618           
       0.013668                82.1178764                1.61105977           
       0.013838                78.6805497                1.59611913           
       0.014008                75.0330107                1.49734485           
       0.014178                69.7348719                1.47000138           
       0.014347                67.2242376                1.41500655           
       0.014517                61.3097405                1.36195754           
       0.014687                57.9554538                1.29983662           
       0.014857                50.1599525                  1.191123           
       0.015027                46.6062905                1.17254419           
       0.015196                41.8032827                 1.0910803           
       0.015366                39.6898759                 1.0676673           
       0.015536                37.4870891                 1.0082012           
       0.015706                34.2761995               0.970384447           
       0.015875                32.8677061               0.958445834           
       0.016045                29.3905132               0.884794798           
       0.016215                27.1763408               0.849724992           
       0.016385                 27.172328               0.844075841           
