################################################################################
# Data 1                          Data_0_00019.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4834882485413523
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_215_mins
# DDummy                          0.6
# Date                            2025-04-01T22:17:25
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.31067e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.7864e+07
# det                             0
# mon                             0
# pilai0                          3.7864e+07
# pilai1                          0
# pilct0                          3.78654e+07
# pilct1                          0
# pilroi0                         3.78654e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00019.edf
# usaxs0                          102.98
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                60133.7387                 1381.7749           
       0.001104                80498.6306                967.894105           
       0.001273                40586.2683                624.314958           
       0.001443                36039.2164                432.571706           
       0.001613                20910.3253                266.784102           
       0.001783                 9077.3067                165.423285           
       0.001953                3944.65189                103.528208           
       0.002122                2072.30178                59.4583219           
       0.002292                663.456681                41.8155838           
       0.002462                340.446618                24.9678076           
       0.002632                115.423309                17.0858606           
       0.002802                 84.033617                12.0132638           
       0.002971                72.9465828                7.96571096           
       0.003141                76.6387029                5.81191865           
       0.003311                64.8018652                3.95877754           
       0.003481                 50.538588                3.24681693           
       0.003651                39.9904151                2.65030504           
       0.003820                 33.656356                 2.2481556           
       0.003990                33.3128464                2.14418012           
       0.004160                24.3585434                1.72146965           
       0.004330                21.6802715                 1.6552197           
       0.004499                20.1999552                1.48564744           
       0.004669                14.9695306                1.32826448           
       0.004839                17.4485682                1.34970325           
       0.005009                17.9282902                1.33268297           
       0.005179                12.4112736                1.15000079           
       0.005348                14.9720719                1.15463546           
       0.005518                13.3217667                1.03794011           
       0.005688                15.9762854                1.16389393           
       0.005858                13.5248369                1.05358425           
       0.006028                12.7605256                1.01220865           
       0.006197                14.4587132               0.982323623           
       0.006367                 12.634321               0.942743479           
       0.006537                12.0339418               0.901103392           
       0.006707                12.1617959                0.91236026           
       0.006877                12.0036843               0.869880172           
       0.007046                12.3802947               0.861952112           
       0.007216                11.7428123               0.869782068           
       0.007386                  11.75074               0.814549386           
       0.007556                12.3439195               0.841180248           
       0.007726                11.4871514               0.787320789           
       0.007895                10.8847714               0.795324584           
       0.008065                9.86983222               0.757793123           
       0.008235                11.2665238               0.751073493           
       0.008405                11.7414107               0.770172478           
       0.008574                12.7612277               0.789335064           
       0.008744                12.7807851               0.802777707           
       0.008914                12.4288471               0.785412952           
       0.009084                12.6170209                0.73103978           
       0.009254                13.4771397               0.808601955           
       0.009423                14.0107301               0.784840764           
       0.009593                13.0070705               0.757406047           
       0.009763                 12.979138               0.750106146           
       0.009933                  14.65183               0.780686122           
       0.010103                15.3585642               0.821703851           
       0.010272                17.4769142                0.83467881           
       0.010442                 15.333498               0.780937092           
       0.010612                 17.149754               0.805981337           
       0.010782                18.6418999               0.845357078           
       0.010952                19.6250698               0.894467256           
       0.011121                18.7105486                0.82442339           
       0.011291                 19.374015               0.851980396           
       0.011461                20.3209004                0.85866204           
       0.011631                  22.08848               0.883650496           
       0.011800                22.6021921                 0.9058904           
       0.011970                22.5768971               0.860716108           
       0.012140                23.2859351               0.903644625           
       0.012310                23.4706635               0.890082001           
       0.012480                24.9883721               0.915872939           
       0.012649                24.2213894               0.884839223           
       0.012819                24.4483981               0.885530094           
       0.012989                25.9588457               0.924583999           
       0.013159                23.7827011               0.864748562           
       0.013329                24.3032304               0.861339495           
       0.013498                23.0310591               0.836816985           
       0.013668                22.8993157               0.833283901           
       0.013838                22.9554913               0.844400914           
       0.014008                20.7660176               0.771116246           
       0.014178                20.6677718               0.783422151           
       0.014347                 19.262624               0.740112392           
       0.014517                18.3476427               0.728528362           
       0.014687                16.5996798               0.680344721           
       0.014857                15.5657874               0.650365873           
       0.015027                14.9336459               0.648239208           
       0.015196                13.5259613               0.610277237           
       0.015366                12.8350776               0.594492424           
       0.015536                 11.191907               0.539606245           
       0.015706                11.1533423               0.542669233           
       0.015875                9.96794303               0.519712549           
       0.016045                8.45136507                0.46521861           
       0.016215                 7.3636454               0.438179987           
