################################################################################
# Data 1                          Data_0_00008.dat
# Data 2                          Data_0_00040.dat
# Transmission                    1.4880886895442815
# Weight                          1.0
# Smart_subtraction               True
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  3072
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        629.9744
# Center_2                        651.0223
# Comment                         C2 - ESAXS_600s_105_mins
# DDummy                          0.6
# Date                            2025-04-01T20:15:14
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    600
# Force                           -0.009793
# Gamma                           0
# Intensity1                      6.33024e-11
# JawsDistance                    0.000239
# JawsVelocity                    0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# SampleDistance                  1.8
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Liquid Well
# SampleEnvSN                     665
# Strain                          3.41833e-05
# Stress                          -0.0163212
# Thickness                       0
# WaveLength                      1.541889e-10
# Wavelength                      1.54189e-10
# anaB                            0.000116274
# anaB_dial                       0.0123639
# anaPark                         2.4575
# anaPark_dial                    -2.4575
# anaXi                           -5.60284e-09
# anaXi_dial                      0
# anaZ                            8.96045e-08
# anaZ_dial                       2.98331
# b2c                             0
# b2c_dial                        0
# bioZ                            -3.00038
# bioZ_dial                       -1.34441
# det0x                           0
# det0x_dial                      7.79661
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           1800
# det0y_dial                      -863.827
# det0z                           0
# det0z_dial                      5.50516
# det0zvd                         0
# det0zvd_dial                    0
# distana                         93.4
# distana_dial                    93.4
# dual                            -8.24014e-06
# dual_dial                       198.086
# mono1B                          2.86102e-09
# mono1B_dial                     -0.222
# mono2B                          -1.81198e-08
# mono2B_dial                     -1.844
# mono2X                          0.079375
# mono2X_dial                     0.0909375
# mono2Xi                         -0.18
# mono2Xi_dial                    -0.18
# monoZ                           -11
# monoZ_dial                      -0.249943
# om                              0.18
# om_dial                         0.12
# phi                             0.0140624
# phi_dial                        -0.00200892
# pm5                             0
# pm5_dial                        0
# qana                            0
# qana_dial                       0
# ry                              0
# ry_dial                         0.00149858
# s1bot                           0.35
# s1bot_dial                      -0.305781
# s1hl                            0.75
# s1hl_dial                       0.26875
# s1hr                            -0.25
# s1hr_dial                       -0.376875
# s1top                           0.15
# s1top_dial                      1.05344
# s2bot                           0.125
# s2bot_dial                      0.809688
# s2hl                            0.325
# s2hl_dial                       0.0759375
# s2hr                            -0.075
# s2hr_dial                       0.078125
# s2top                           0.125
# s2top_dial                      0.569063
# ttdeg                           0
# ttdeg_dial                      0
# wind                            67.9917
# wind_dial                       67.9917
# x                               -40
# x_dial                          -21.2694
# z                               3.00007
# z_dial                          3.73936
# CountCutoff                     1530246
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0291
# ThresholdSetting                4023.88989258
# FlatField                       Corrected
# BackgroundReductionExtra        0.031
# Detector                        0
# Monitor                         0
# Pil_Roi0                        0
# SumForIntensity1                3.79814e+07
# det                             0
# mon                             0
# pilai0                          3.79814e+07
# pilai1                          0
# pilct0                          3.79825e+07
# pilct1                          0
# pilroi0                         3.79825e+07
# pilroi1                         0
# sec                             0.099
# title                           Data_0_00008.edf
# usaxs0                          53.0362
# Origin                          subtracted
# Thickness_correction            False
################################################################################
 q(A-1)                   I_subtracted(a.u.)         Sigma_I(a.u.)            
       0.000934                55087.1519                1379.63687           
       0.001104                  82144.52                967.343132           
       0.001273                35136.6465                622.464163           
       0.001443                33406.2833                431.206747           
       0.001613                18650.6897                265.460567           
       0.001783                8323.89711                164.745288           
       0.001953                3651.72602                103.117524           
       0.002122                1729.13729                58.8963289           
       0.002292                545.316543                41.5007866           
       0.002462                188.639203                 24.468826           
       0.002632                105.695656                17.0258496           
       0.002802                30.3151733                11.6504227           
       0.002971                46.5672035                7.72587122           
       0.003141                54.5442971                5.52095265           
       0.003311                38.6535704                3.58910475           
       0.003481                35.5015081                2.94547866           
       0.003651                29.6603407                2.41949249           
       0.003820                23.1140933                 1.9680683           
       0.003990                22.4209379                1.84745915           
       0.004160                15.2049167                1.45568576           
       0.004330                16.2735144                1.48542768           
       0.004499                14.1221378                1.28013235           
       0.004669                12.6795691                1.24985491           
       0.004839                 13.174249                1.20340074           
       0.005009                9.86195561                1.05843967           
       0.005179                8.41806711               0.994828929           
       0.005348                7.70088546               0.893998024           
       0.005518                 9.5459964                0.89668916           
       0.005688                8.63964775               0.897368263           
       0.005858                8.89897062               0.880841643           
       0.006028                8.42921192                0.84362365           
       0.006197                7.01533431               0.703987179           
       0.006367                7.24695087               0.736778418           
       0.006537                 8.8225042               0.780998228           
       0.006707                6.76380207               0.697092932           
       0.006877                7.76604672                0.71017877           
       0.007046                6.66555471               0.645074917           
       0.007216                6.83334067               0.680751938           
       0.007386                6.84900376               0.630025836           
       0.007556                6.22328519               0.613430273           
       0.007726                7.51534225               0.644353633           
       0.007895                6.52125013               0.630587659           
       0.008065                7.46344295               0.665672327           
       0.008235                5.91196217               0.554837666           
       0.008405                7.23980284               0.608619167           
       0.008574                6.21244188               0.559212465           
       0.008744                6.42813178                0.58021761           
       0.008914                6.65000248               0.581834024           
       0.009084                6.79087499               0.538554108           
       0.009254                 6.4942889               0.571846417           
       0.009423                7.22557997               0.571549161           
       0.009593                7.00248332               0.558987798           
       0.009763                7.39855665               0.571404226           
       0.009933                7.75013831               0.575715513           
       0.010103                8.47274633                 0.6128711           
       0.010272                9.08630666               0.604060441           
       0.010442                8.29018293                 0.5798321           
       0.010612                7.89262287               0.548603885           
       0.010782                8.98176955                0.58836719           
       0.010952                8.95327298               0.605948172           
       0.011121                8.73858504               0.568702383           
       0.011291                9.59258377               0.605145682           
       0.011461                10.9684447                0.63286378           
       0.011631                9.29539741               0.575671527           
       0.011800                11.6258763               0.652315698           
       0.011970                9.79960236               0.569652595           
       0.012140                10.5121471               0.609732905           
       0.012310                10.0902776               0.585528134           
       0.012480                11.3994827               0.620719565           
       0.012649                12.4827063               0.638828988           
       0.012819                11.6422776               0.613430731           
       0.012989                10.5050688               0.590093162           
       0.013159                10.8699869               0.585980531           
       0.013329                11.2406671               0.586015047           
       0.013498                10.2646264               0.562348765           
       0.013668                10.4635137               0.565246959           
       0.013838                9.86758552               0.555899445           
       0.014008                 9.4751507               0.522232509           
       0.014178                8.94399391               0.517000131           
       0.014347                9.03101697               0.506538493           
       0.014517                7.37277213               0.462479749           
       0.014687                7.15462367               0.447273965           
       0.014857                6.63308259               0.426998958           
       0.015027                 5.7224447               0.400877007           
       0.015196                6.96880516               0.441564264           
       0.015366                5.33510342               0.384874137           
       0.015536                5.90926404               0.393053016           
       0.015706                4.63802614               0.352278879           
       0.015875                 4.2932216               0.345837452           
       0.016045                4.36095574               0.335477336           
       0.016215                4.02807257               0.328755237           
