timestep	potential_energy
0	-258175.4062
5000	-2294508
10000	-2682390
15000	-2766220.75
20000	-2844863
25000	-2912597
30000	-2996180.25
35000	-3061734.25
40000	-3120142
45000	-3175338
50000	-3256063.25
55000	-3317191
60000	-3345842
65000	-3382480.25
70000	-3405173.5
75000	-3421105
80000	-3452404.25
85000	-3499100
90000	-3521164.75
95000	-3531850
100000	-3553719
105000	-3584124.25
110000	-3604015
115000	-3629379
120000	-3662970
125000	-3679919.5
130000	-3712175
135000	-3729555
140000	-3746292
145000	-3781896.25
150000	-3804790
155000	-3825276
160000	-3845122.5
165000	-3856781.5
170000	-3872766.5
175000	-3891886
180000	-3903535
185000	-3906222.75
190000	-3905702.25
195000	-3906622
200000	-3921508.5
205000	-3921349.5
210000	-3930243.5
215000	-3942708.75
220000	-3969261
225000	-3990147.5
230000	-4012123.5
235000	-4029836.5
240000	-4050182.5
245000	-4065229.75
250000	-4074472.5
255000	-4075975.5
260000	-4077450.25
265000	-4093964.5
270000	-4109349
275000	-4112000
280000	-4113849
285000	-4112995
290000	-4127523.5
295000	-4147874.5
300000	-4147237.75
305000	-4148453.75
310000	-4148089.5
315000	-4162763.5
320000	-4165771
325000	-4167650
330000	-4168064.5
335000	-4175629.5
340000	-4196765
345000	-4201815.5
350000	-4199657
355000	-4211006
360000	-4216731
365000	-4216663
370000	-4217324.5
375000	-4228366.5
380000	-4228859
385000	-4234457
390000	-4235125.5
395000	-4235562
400000	-4235122
405000	-4235304
410000	-4250144
415000	-4260748
420000	-4280283.5
425000	-4287157
430000	-4288184
435000	-4289809
440000	-4299267
445000	-4300468.5
450000	-4305516
455000	-4306315
460000	-4306393
465000	-4305807
470000	-4306186.5
475000	-4305820.5
480000	-4305335
485000	-4306884
490000	-4305058.5
495000	-4310358
500000	-4317273
505000	-4316692
510000	-4317370
515000	-4318029.5
520000	-4316904.5
525000	-4316744
530000	-4335253.5
535000	-4344524.5
540000	-4356529
545000	-4364189
550000	-4363031
555000	-4363120
560000	-4363488
565000	-4363866.5
570000	-4363471.5
575000	-4363644
580000	-4364121.5
585000	-4363011.5
590000	-4364842
595000	-4362470
600000	-4364372
605000	-4363272.5
610000	-4363144
615000	-4363340
620000	-4362432
625000	-4363032
630000	-4362616
635000	-4369172
640000	-4376657.5
645000	-4375431
650000	-4377259
655000	-4391226
660000	-4392786
665000	-4393043
670000	-4392011
675000	-4394093
680000	-4409860
685000	-4419548
690000	-4419166
695000	-4421718
700000	-4418804
705000	-4421123
710000	-4431918.5
715000	-4431070
720000	-4432199
725000	-4431389
730000	-4431912.5
735000	-4432490
740000	-4431817.5
745000	-4431872
750000	-4432273
755000	-4444205
760000	-4455933.5
765000	-4459056
770000	-4458272.5
775000	-4463399
780000	-4464766.5
785000	-4462832
790000	-4463327.5
795000	-4462992
800000	-4463348
805000	-4463661
810000	-4475260
815000	-4479453
820000	-4478872
825000	-4493067
830000	-4495854
835000	-4503731
840000	-4510079
845000	-4509010
850000	-4520005
855000	-4520759
860000	-4519442
865000	-4520643
870000	-4520566.5
875000	-4536291
880000	-4536970.5
885000	-4536008
890000	-4536758.5
895000	-4535207
900000	-4536763
905000	-4536411
910000	-4536511
915000	-4537026
920000	-4536872
925000	-4535777
930000	-4536249.5
935000	-4547905
940000	-4560174
945000	-4565428
950000	-4580048
955000	-4582178
960000	-4582915.5
965000	-4583615
970000	-4584221
975000	-4584521
980000	-4584244.5
985000	-4584759
990000	-4596556
995000	-4597613
1000000	-4598352
1005000	-4598636
1010000	-4598288.5
1015000	-4598804.5
1020000	-4599499.5
1025000	-4599832
1030000	-4598828
1035000	-4600519
1040000	-4611044
1045000	-4611282
1050000	-4611229
1055000	-4611199
1060000	-4613472
1065000	-4611955.5
1070000	-4611351
1075000	-4611516
1080000	-4623527
1085000	-4628046
1090000	-4629780.5
1095000	-4630407
1100000	-4630138
1105000	-4629850
1110000	-4629937.5
1115000	-4630100
1120000	-4629870.5
1125000	-4633124.5
1130000	-4645491
1135000	-4647325
1140000	-4647598.5
1145000	-4646112.5
1150000	-4645147
1155000	-4645476
1160000	-4645143
1165000	-4645086
1170000	-4645495
1175000	-4644979.5
1180000	-4645570
1185000	-4645697
1190000	-4645400
1195000	-4644032
1200000	-4644921.5
1205000	-4645140.5
1210000	-4645012
1215000	-4644003
1220000	-4645379.5
1225000	-4645361
1230000	-4645382
1235000	-4646114
1240000	-4645131.5
1245000	-4644539
1250000	-4645864.5
1255000	-4644977
1260000	-4645860
1265000	-4646080.5
1270000	-4644118.5
1275000	-4644963
1280000	-4645335
1285000	-4667391.5
1290000	-4674986
1295000	-4684165
1300000	-4693849.5
1305000	-4693209
1310000	-4707302.5
1315000	-4710062
1320000	-4708159.5
1325000	-4709851.5
1330000	-4709937
1335000	-4710851.5
